,MMM,ALK,ALLE,AAL,AME,AOS,ARNC,BA,CHRW,CAT,CTAS,CPRT,CSX,CMI,DE,DAL,DOV,ETN,EMR,EFX,EXPD,FAST,FDX,FLS,FLR,FTV,FBHS,GD,GE,GWW,HRS,HON,HII,INFO,ITW,IR,JEC,JBHT,JCI,KSU,LLL,LMT,MAS,NLSN,NSC,NOC,PCAR,PH,PNR,PWR,RTN,RSG,RHI,ROK,ROL,ROP,SNA,LUV,SWK,TXT,TDG,UNP,UAL,UPS,URI,UTX,VRSK,WAB,WM,XYL
2000-10-16,92.19,,,,20.94,14.0,25.25,60.19,56.5,31.75,42.75,13.63,21.38,30.06,33.19,,43.0,60.63,66.63,29.38,43.94,49.44,41.1,16.75,,,,66.38,57.75,26.56,23.0,35.81,,,58.81,32.94,39.75,12.13,50.31,8.75,64.94,33.55,15.44,,12.56,90.0,39.69,32.75,25.19,26.0,30.75,12.19,32.38,32.81,15.31,33.56,21.63,24.56,20.13,46.31,,40.81,,55.94,21.75,72.06,,8.81,18.56,
2000-10-17,91.13,,,,21.56,14.0,26.0,60.5,56.0,30.5,42.0,12.5,20.94,29.75,32.06,,36.0,59.06,66.13,28.81,43.38,49.06,40.22,16.63,,,,65.75,55.63,24.63,22.25,35.25,,,57.62,32.06,39.56,12.38,46.88,8.313,65.75,33.0,15.0,,12.31,87.0,38.81,32.13,25.0,25.63,29.12,12.19,31.0,32.19,15.38,32.19,21.44,25.5,19.25,45.0,,40.19,,55.13,19.75,69.69,,8.38,18.44,
2000-10-18,91.13,,,,21.38,14.19,24.6875,60.75,51.13,29.81,41.88,13.38,20.5,30.19,32.31,,37.38,59.06,64.63,28.56,43.0,49.81,39.38,16.63,,,,66.13,55.5,24.88,21.5,33.69,,,57.69,30.5,39.63,13.31,44.75,8.25,65.31,32.24,14.81,,12.19,83.0,39.63,32.63,25.0,25.81,29.12,11.69,27.75,32.06,15.5,32.0,21.38,25.38,20.06,42.88,,39.38,,53.06,19.69,68.38,,8.31,17.94,
2000-10-19,89.0,,,,21.56,13.75,24.3125,58.44,50.64,30.5,43.44,13.94,20.94,31.19,32.63,,37.63,60.88,66.5,30.81,47.13,50.25,42.3,16.31,,,,66.5,55.63,26.06,22.94,35.88,,,55.44,30.94,39.63,13.69,47.63,8.188,64.44,32.51,15.5,,12.25,83.25,40.44,33.0,26.0,26.69,30.31,11.31,28.5,32.88,16.0,32.94,22.0,26.38,21.0,43.38,,40.63,,60.0,20.19,64.0,,9.38,18.25,
2000-10-20,87.25,,,,21.94,13.69,23.5625,60.0,52.0,30.69,42.44,14.0,21.19,31.06,32.44,,37.0,60.88,66.81,30.88,48.0,50.44,42.67,16.13,,,,66.69,52.13,25.44,23.88,46.0,,,54.0,32.38,40.88,13.25,50.5,7.938,66.0,34.01,15.69,,12.31,86.75,39.13,33.38,26.25,27.38,31.37,11.94,29.81,35.25,16.25,32.69,21.75,26.38,21.81,42.0,,41.25,,62.0,20.38,65.0,,10.12,18.81,
2000-10-23,89.81,,,,21.69,13.81,24.0,61.25,51.06,31.44,41.56,13.69,20.81,31.62,33.06,,37.69,62.38,67.06,30.94,47.06,51.0,41.38,16.81,,,,68.13,49.75,26.31,24.0,49.94,,,52.88,33.25,40.56,13.0,51.5,8.0,63.0,34.15,15.56,,12.0,87.94,38.75,36.0,25.44,28.56,33.38,12.0,32.06,40.31,16.5,33.31,21.81,26.06,22.0,43.06,,41.63,,60.81,20.31,63.5,,10.0,19.56,
2000-10-24,90.06,,,,21.63,13.75,24.9375,61.0,51.23,31.88,41.5,14.0,22.44,31.69,34.25,,38.19,62.69,67.75,31.12,48.0,49.38,42.53,18.0,,,,68.94,53.38,26.38,24.19,53.31,,,53.38,33.94,41.38,12.81,54.31,8.438,63.0,34.15,16.38,,12.69,85.19,39.44,36.19,26.0,29.63,33.0,12.13,30.25,37.56,16.87,33.63,22.81,26.94,23.06,46.63,,42.5,,59.75,20.13,64.69,,9.81,19.44,
2000-10-25,90.13,,,,21.31,13.81,24.9375,62.56,51.63,31.31,42.19,13.88,22.38,31.69,33.44,,37.69,62.69,67.63,31.25,48.0,49.5,41.85,17.56,,,,68.19,52.94,26.0,26.38,52.25,,,51.75,32.88,40.13,12.69,54.75,8.625,62.81,34.85,16.31,,12.63,85.19,39.69,35.88,26.06,28.44,32.94,12.13,30.75,37.5,17.06,32.75,22.5,26.56,22.81,46.13,,42.56,,59.63,19.81,64.0,,9.75,19.19,
2000-10-26,92.19,,,,21.56,13.56,24.75,63.06,56.75,31.81,42.63,13.31,22.88,31.44,33.63,,38.56,63.56,68.69,31.81,49.38,51.13,42.3,18.5,,,,67.31,52.13,27.25,28.81,52.19,,,51.69,33.13,40.13,13.25,54.63,8.063,63.62,35.03,16.25,,13.06,82.06,41.0,36.63,26.62,29.31,32.88,11.38,28.0,37.44,17.44,32.0,23.19,26.31,23.56,46.81,,43.44,,59.75,18.81,66.5,,9.62,18.56,
2000-10-27,93.5,,,,21.19,13.44,25.0,63.75,55.58,32.88,43.31,14.44,23.13,31.75,34.5,,39.88,64.88,68.44,32.19,49.81,52.75,43.06,18.44,,,,67.94,52.25,30.0,30.25,51.5,,,51.06,33.13,40.0,13.0,54.75,8.25,63.5,34.55,16.5,,13.0,80.06,40.81,36.94,26.94,32.13,32.94,11.5,29.0,36.69,18.0,32.19,23.38,26.94,24.25,47.13,,43.25,,59.31,18.56,67.25,,9.75,18.31,
2000-10-30,95.0,,,,21.06,13.88,28.25,64.69,55.06,34.94,44.97,14.56,24.44,34.19,36.63,,40.94,67.0,70.06,33.5,51.13,54.75,46.99,18.81,,,,70.13,54.0,30.81,29.88,53.75,,,53.75,36.13,41.06,13.19,55.38,8.625,63.81,35.0,17.81,,13.63,81.38,42.0,38.38,28.12,29.63,33.19,11.88,28.69,37.69,18.13,32.88,24.94,28.81,26.0,48.75,,44.94,,61.13,19.38,68.88,,9.69,19.25,
2000-10-31,96.63,,,,21.75,14.12,28.6875,67.81,54.69,35.06,46.38,15.06,25.31,34.0,36.81,,42.44,68.06,73.44,34.5,51.88,57.44,46.86,20.13,,,,71.56,54.81,31.94,31.69,53.81,,,55.56,37.75,41.38,13.06,56.69,8.688,65.94,35.85,18.69,,14.13,84.0,42.06,41.38,29.81,31.06,34.19,13.44,30.5,39.31,18.06,35.0,25.56,28.5,26.63,50.44,,46.88,,60.75,21.5,69.81,,10.12,20.0,
2000-11-01,95.13,,,,21.63,14.87,29.0625,65.75,55.56,34.75,45.44,15.0,25.5,34.19,37.0,,42.75,68.63,71.19,35.0,52.13,56.69,46.0,20.25,,,,70.38,54.44,32.63,31.44,53.5,,,56.38,37.75,41.63,13.31,57.63,8.688,65.94,35.39,18.38,,14.19,82.31,42.73,40.0,29.81,33.44,34.75,13.5,29.56,39.81,18.13,34.0,25.13,28.94,26.19,51.25,,47.0,,59.63,20.38,68.63,,9.69,20.75,
2000-11-02,94.94,,,,21.75,15.5,27.75,66.13,56.0,34.81,47.19,15.56,25.81,34.56,37.25,,43.25,69.88,72.13,35.38,52.63,57.75,47.0,19.5,,,,69.44,53.69,33.13,32.0,52.13,,,55.25,36.88,41.75,13.25,56.63,8.75,68.81,35.0,18.31,,14.63,82.25,43.0,39.94,29.38,35.06,35.31,13.63,30.94,41.31,18.75,35.0,25.0,28.69,27.44,51.25,,47.88,,61.38,20.38,68.75,,9.56,20.56,
2000-11-03,94.88,,,,21.88,15.94,27.625,66.06,54.88,34.81,46.5,16.06,26.06,34.13,37.31,,43.13,69.88,70.5,34.69,53.63,57.0,46.75,19.5,,,,68.69,53.31,32.06,32.63,51.63,,,54.94,36.75,41.31,12.94,56.81,8.938,67.56,32.3,18.25,,15.06,80.25,42.56,39.75,28.38,37.56,34.75,13.81,30.44,42.13,18.25,34.5,24.44,28.69,27.06,51.88,,48.25,,60.56,19.0,67.13,,9.81,20.69,
2000-11-06,97.38,,,,21.75,15.94,28.8125,66.06,54.88,36.19,47.81,15.81,26.19,35.19,37.81,,43.13,70.13,72.63,34.19,55.38,57.19,46.7,19.69,,,,69.81,54.5,32.25,31.31,52.88,,,56.62,37.63,44.19,12.69,57.5,9.188,68.5,33.51,18.31,,15.19,80.5,43.13,37.31,28.69,38.13,34.63,13.75,31.06,41.88,18.31,33.44,24.63,29.5,26.88,52.25,,48.63,,60.0,18.94,69.81,,9.88,21.63,
2000-11-07,96.94,,,,22.0,16.12,29.0,65.19,54.0,36.13,48.38,16.38,26.19,34.0,36.94,,43.06,69.88,70.69,34.19,55.73,58.13,46.03,19.75,,,,69.13,54.94,32.0,30.94,54.25,,,57.5,37.5,43.19,12.75,57.44,9.125,66.94,33.37,18.25,,14.94,80.75,43.06,38.31,30.25,36.75,33.94,14.44,31.69,40.81,18.13,33.56,24.31,29.19,26.75,55.38,,48.13,,59.94,18.63,68.06,,10.0,23.06,
2000-11-08,97.31,,,,21.88,16.12,28.9375,65.0,55.0,36.44,49.06,16.13,25.94,33.75,37.31,,43.0,69.5,74.0,35.0,52.31,58.05,46.31,19.75,,,,69.19,54.56,33.63,30.63,53.5,,,58.25,38.31,43.75,12.88,56.5,9.313,67.31,32.79,18.25,,14.75,79.06,42.75,38.88,30.5,36.69,33.75,14.81,32.0,41.19,18.44,33.44,24.25,29.56,26.81,54.44,,47.69,,59.75,19.56,67.69,,9.81,24.44,
2000-11-09,97.38,,,,21.38,16.06,28.5625,65.69,54.88,36.56,48.69,16.13,26.06,33.81,37.19,,42.69,69.94,74.75,34.81,54.31,55.06,46.2,19.69,,,,70.0,54.56,35.69,31.0,53.69,,,58.44,38.06,43.0,12.63,56.13,9.125,68.44,32.15,17.69,,14.75,78.81,43.13,38.81,29.94,35.94,34.25,14.88,30.13,40.5,18.38,33.06,23.94,29.88,25.75,53.88,,48.31,,58.63,18.44,67.94,,10.0,24.5,
2000-11-10,95.0,,,,21.38,16.12,28.4375,63.5,53.19,35.75,47.56,15.88,25.62,32.56,36.38,,41.25,67.81,74.38,33.94,53.25,52.19,45.17,19.75,,,,69.75,53.88,33.88,30.63,53.38,,,58.56,36.88,41.44,12.13,54.19,9.0,68.19,31.89,17.63,,14.56,78.44,42.88,37.31,28.75,34.38,34.0,14.63,30.0,40.06,18.25,32.88,24.13,29.25,25.0,53.5,,47.94,,58.31,18.31,66.19,,9.94,24.06,
2000-11-13,94.81,,,,21.44,16.37,28.1875,62.81,53.69,36.19,47.0,16.38,25.75,32.5,36.44,,41.06,68.63,72.75,33.75,54.0,53.81,45.27,19.81,,,,72.25,51.44,34.94,30.38,50.63,,,58.0,36.94,41.31,12.88,52.94,9.063,68.06,31.76,17.75,,14.94,76.88,42.88,37.0,28.62,33.94,33.94,14.69,29.81,40.0,18.44,32.25,24.13,29.63,25.31,53.5,,48.5,,59.0,17.94,66.06,,9.88,24.44,
2000-11-14,95.0,,,,21.56,16.37,28.875,64.38,54.88,36.06,46.94,16.25,26.62,32.31,36.69,,40.94,70.88,72.75,34.06,55.94,56.0,45.75,20.31,,,,72.0,52.75,36.56,31.13,51.88,,,57.38,37.44,41.75,13.0,53.06,9.5,69.06,32.5,18.13,,15.19,80.25,43.38,37.25,28.19,37.0,33.94,14.69,30.31,40.5,18.38,32.06,24.0,29.88,25.19,53.75,,49.06,,59.75,17.88,67.31,,10.06,24.38,
2000-11-15,95.38,,,,22.0,16.69,29.25,63.56,55.38,36.69,46.81,17.0,26.94,33.81,36.69,,42.31,71.81,73.94,34.69,57.25,54.63,47.51,20.0,,,,73.19,52.5,35.69,31.44,51.63,,,57.94,38.0,41.5,13.06,54.25,9.438,70.5,32.96,18.13,,15.44,79.06,44.0,37.88,28.12,37.38,33.75,15.13,32.25,40.5,18.5,31.94,24.38,29.88,25.13,53.25,,50.19,,59.0,18.56,67.06,,10.38,25.69,
2000-11-16,95.31,,,,21.69,16.81,27.9375,65.81,55.63,36.31,47.06,16.94,26.81,32.88,35.69,,42.63,70.69,74.25,34.94,57.5,53.81,47.75,19.81,,,,73.06,52.63,35.44,31.63,51.5,,,57.31,37.38,40.63,12.81,55.31,9.563,66.62,33.23,18.19,,15.44,77.31,42.75,37.75,28.0,36.19,33.94,15.38,30.81,40.44,18.19,31.63,24.5,29.56,24.75,53.44,,50.56,,58.44,17.69,68.56,,10.31,25.75,
2000-11-17,96.0,,,,22.19,16.88,27.0,65.38,56.75,36.94,48.31,17.06,26.44,33.06,36.0,,42.75,71.44,71.94,34.94,57.19,53.97,46.98,20.31,,,,73.13,51.88,36.56,31.25,51.0,,,55.62,37.69,41.0,12.88,57.38,9.563,66.12,33.59,18.38,,14.94,77.94,43.25,38.75,27.94,36.19,34.0,15.25,31.56,41.56,18.44,31.94,25.31,29.5,24.94,53.19,,48.94,,59.25,17.94,69.38,,10.38,25.56,
2000-11-20,94.63,,,,22.06,16.75,26.1875,65.56,57.0,37.19,48.5,15.69,25.75,32.63,35.94,,42.5,70.81,71.75,34.38,57.0,54.56,46.5,20.06,,,,73.0,50.06,35.88,30.94,49.25,,,56.12,37.5,40.56,12.69,55.5,9.125,68.38,33.63,18.44,,14.75,79.69,42.94,38.25,28.31,35.44,34.06,15.0,31.5,41.81,18.31,32.75,24.44,30.06,24.63,52.69,,48.19,,59.31,17.06,69.0,,9.81,26.5,
2000-11-21,95.69,,,,22.0,16.81,26.25,68.63,58.13,38.25,49.63,16.63,25.19,33.13,39.0,,42.94,71.5,71.81,34.38,57.06,55.75,49.4,20.13,,,,74.75,50.75,35.0,32.44,49.88,,,56.25,38.56,41.63,13.19,55.44,8.75,67.5,34.36,18.31,,14.56,85.5,43.69,38.31,27.88,36.38,35.81,15.44,31.63,40.63,18.62,32.63,24.19,32.25,24.88,52.0,,47.75,,60.31,16.63,70.0,,9.81,25.75,
2000-11-22,95.81,,,,22.0,16.88,26.125,65.13,60.0,37.81,51.0,16.0,25.06,32.63,39.31,,42.75,70.69,70.31,33.56,56.75,56.5,49.74,20.0,,,,72.0,48.56,34.81,31.88,48.25,,,54.88,38.44,42.75,13.38,55.13,8.5,66.31,33.9,18.44,,14.25,81.13,43.81,37.94,28.25,34.44,35.44,15.06,31.63,40.13,19.0,31.88,24.25,30.38,25.19,50.81,,47.56,,60.19,15.81,70.19,,9.94,24.44,
2000-11-24,95.81,,,,22.38,16.88,26.125,65.69,60.5,38.88,51.61,16.44,25.5,32.75,39.63,,44.25,71.0,72.25,33.81,57.5,57.0,49.85,20.25,,,,73.38,49.38,35.5,32.5,48.63,,,55.88,39.44,43.13,13.38,56.06,8.625,67.38,34.35,18.75,,14.38,82.0,44.63,38.69,29.0,35.19,35.38,15.31,31.69,41.75,20.0,33.38,24.63,30.56,25.63,51.5,,47.88,,60.88,16.31,71.94,,10.19,24.69,
2000-11-27,99.25,,,,22.81,17.0,26.875,67.38,61.06,39.69,52.31,15.75,25.75,33.25,39.19,,43.75,70.88,74.63,33.75,58.88,59.69,49.1,20.5,,,,70.19,49.13,36.38,32.63,48.63,,,54.81,39.25,44.06,13.38,56.13,8.688,66.25,32.95,19.56,,14.44,82.19,46.0,39.06,29.44,36.56,34.0,15.06,32.38,42.56,21.5,33.38,24.56,30.5,25.94,51.31,,47.38,,61.13,16.38,69.94,,9.94,24.5,
2000-11-28,98.88,,,,22.81,17.25,27.8125,67.5,59.56,39.0,50.03,17.31,26.0,33.19,38.38,,42.75,71.0,72.5,33.44,55.06,60.0,48.96,20.44,,,,69.94,49.81,36.0,31.31,49.13,,,55.44,38.81,43.19,13.25,55.63,8.563,64.94,33.8,19.25,,14.56,80.81,45.03,38.69,27.75,34.69,33.63,14.69,31.0,41.06,20.0,32.06,23.94,31.0,26.25,50.56,,47.25,,61.06,15.94,68.38,,9.75,24.38,
2000-11-29,100.1,,,,22.75,16.88,27.875,69.94,58.94,40.13,52.08,17.69,26.56,34.06,38.88,,42.94,71.44,74.06,33.44,53.75,62.69,48.87,20.88,,,,74.94,49.69,37.0,30.81,48.31,,,56.75,40.63,43.0,13.13,54.5,8.438,65.12,34.9,18.94,,14.56,84.25,45.42,39.44,28.44,31.13,35.38,14.44,30.31,41.0,21.0,32.06,26.06,32.44,26.63,50.0,,47.94,,60.38,15.38,69.38,,9.12,24.19,
2000-11-30,99.88,,,,22.75,16.63,28.1875,69.06,56.63,39.31,50.94,17.0,25.94,35.31,40.69,,40.94,70.13,72.88,33.25,51.88,61.63,47.92,20.94,,,,76.25,49.56,36.56,30.75,48.75,,,56.31,40.25,43.31,13.13,52.75,8.438,64.62,34.1,19.31,,14.38,84.31,47.5,38.69,28.19,31.19,35.06,14.56,29.88,40.25,20.94,30.88,25.94,31.56,26.94,50.63,,46.5,,60.69,15.56,70.81,,9.0,23.94,
2000-12-01,99.63,,,,22.69,16.81,29.0,65.81,58.25,40.69,49.88,18.0,25.5,36.75,41.94,,40.63,68.31,74.44,33.25,52.5,58.69,47.48,21.0,27.0,,,73.56,51.0,37.38,31.19,49.94,,,56.06,41.88,43.19,13.38,54.31,8.25,65.62,31.4,20.06,,14.31,80.5,49.0,38.69,27.81,31.81,29.81,14.88,30.0,41.0,21.25,31.88,26.13,30.88,26.75,49.0,,46.0,,60.88,16.56,70.5,,9.25,24.5,
2000-12-04,105.0,,,,22.5,16.88,31.0,64.81,30.19,43.31,48.94,17.5,26.44,37.94,44.44,,41.44,70.06,74.88,33.19,53.25,60.81,46.4,20.81,30.0,,,71.0,51.63,38.19,31.06,50.63,,,58.5,43.81,43.25,13.06,54.94,8.625,65.81,33.7,21.69,,14.5,82.44,50.56,41.63,28.31,32.31,29.81,15.38,32.06,41.63,20.88,31.94,26.94,30.78,26.94,49.0,,46.81,,60.31,15.63,72.56,,9.06,25.81,
2000-12-05,116.6,,,,22.81,16.88,31.5,68.94,30.19,43.38,49.94,17.88,27.06,37.06,42.94,,42.63,73.0,77.19,33.5,51.75,58.55,47.65,20.63,30.25,,,72.0,54.13,39.5,31.38,52.94,,,60.25,44.31,43.31,13.25,57.88,8.625,67.69,33.72,23.63,,14.69,85.0,47.88,40.63,29.19,35.81,29.81,15.69,31.94,42.44,20.25,32.5,28.5,31.65,28.94,48.63,,47.06,,61.0,17.06,75.88,,9.62,26.06,
2000-12-06,115.1,,,,23.0,16.88,31.3125,67.38,30.88,41.56,48.06,17.13,26.13,33.56,42.88,,41.69,71.56,76.88,31.62,51.0,57.25,47.28,19.81,30.0,,,69.19,53.94,38.5,31.13,52.94,,,60.0,41.94,43.25,13.69,57.5,8.563,67.44,31.38,22.25,,14.5,83.0,45.0,40.38,28.25,34.75,29.94,15.5,29.5,42.69,20.13,32.06,27.88,31.54,28.75,47.31,,45.38,,62.31,16.5,75.38,,9.5,25.56,
2000-12-07,114.7,,,,23.31,16.94,29.1875,66.81,31.88,41.56,48.44,17.63,25.75,32.94,41.94,,40.75,71.06,76.19,33.06,51.44,55.94,46.94,19.69,29.62,,,69.81,53.5,37.38,30.75,52.63,,,59.12,41.69,43.75,14.44,56.75,8.375,68.06,32.07,22.0,,14.19,83.25,43.69,39.94,28.31,33.63,29.69,15.44,30.63,41.56,21.25,32.0,27.19,30.41,27.63,46.81,,45.88,,61.69,16.56,75.31,,9.06,25.94,
2000-12-08,116.9,,,,23.88,16.94,30.5625,69.94,32.5,41.63,48.0,17.5,25.81,34.44,41.56,,40.56,71.06,78.81,32.75,52.0,57.88,46.99,20.75,30.0,,,71.94,55.19,37.25,31.94,54.5,,,59.19,41.81,43.94,16.06,57.0,8.375,68.81,32.26,21.56,,14.25,84.25,43.81,40.81,29.75,34.38,30.12,15.38,31.0,44.25,21.44,32.56,27.56,31.89,28.06,46.0,,46.69,,63.69,18.0,74.81,,9.25,25.69,
2000-12-11,115.3,,,,24.75,16.81,32.1875,68.38,32.5,42.38,46.5,17.56,26.88,34.56,41.69,,40.38,70.06,76.5,32.31,53.19,57.63,47.53,21.5,30.38,,,73.63,55.31,36.75,32.0,55.19,,,60.62,41.75,44.0,17.19,57.88,8.125,71.0,31.62,21.0,,14.38,84.13,46.19,41.13,29.25,35.94,29.81,15.13,30.25,43.81,21.88,32.75,27.5,31.93,28.31,46.81,,46.88,,64.0,17.81,72.25,,9.19,25.25,
2000-12-12,113.9,,,,24.63,16.81,31.625,69.13,30.38,42.38,45.13,18.75,26.81,35.88,42.5,,41.0,71.38,77.88,31.62,56.88,58.13,47.13,21.63,30.25,,,73.56,52.81,37.0,31.69,52.13,,,60.75,42.13,43.31,15.94,57.69,8.063,70.44,30.5,20.88,,14.31,83.5,46.38,41.81,27.62,36.81,29.0,14.88,31.0,44.31,21.13,32.0,27.63,31.79,28.63,46.0,,47.81,,63.56,18.25,73.5,,9.19,25.31,
2000-12-13,113.8,,,,24.38,16.69,32.6875,67.88,29.44,41.69,45.25,18.63,25.94,34.94,41.13,,41.38,69.75,75.0,29.12,54.5,58.13,46.28,20.5,30.75,,,74.5,53.0,36.56,31.63,52.13,,,58.88,39.81,42.38,15.88,57.25,8.063,71.06,30.2,20.19,,14.06,80.13,46.38,40.81,27.44,35.5,28.25,14.81,30.5,42.38,20.62,32.19,26.56,30.49,27.94,44.69,,47.19,,62.63,17.13,71.63,,9.12,25.13,
2000-12-14,111.0,,,,24.56,16.31,31.75,67.25,29.38,40.69,45.31,18.75,24.75,34.13,40.75,,41.13,68.69,72.0,28.69,54.25,57.94,41.97,19.94,30.5,,,74.0,51.44,35.25,30.56,50.56,,,55.94,38.75,42.0,15.75,55.94,8.0,71.19,30.79,19.56,,13.44,79.63,44.5,38.81,25.94,32.63,28.62,14.56,31.06,42.0,21.06,32.13,26.56,29.85,27.44,42.88,,46.44,,58.69,16.56,71.19,,9.19,24.94,
2000-12-15,112.2,,,,24.5,16.25,30.9375,64.88,27.5,40.81,46.94,18.69,24.12,33.31,41.13,,39.63,67.88,71.25,28.75,47.94,54.88,39.2,19.5,29.5,,,74.19,49.81,33.94,29.75,47.88,,,56.56,38.06,41.0,14.5,56.5,7.563,70.19,31.24,19.56,,13.13,79.19,42.0,38.56,24.81,30.0,28.87,14.63,27.81,40.5,20.25,31.5,25.63,30.03,26.75,41.44,,45.44,,57.44,16.25,71.19,,9.19,24.94,
2000-12-18,114.6,,,,25.06,15.75,32.3125,68.5,29.56,42.31,47.38,19.88,24.5,35.81,42.88,,40.0,68.06,74.0,28.0,48.5,52.88,37.52,19.44,30.25,,,76.19,51.0,32.94,29.69,49.75,,,57.5,38.94,42.63,15.13,54.25,8.188,69.5,32.03,20.38,,13.31,81.56,45.02,40.13,22.88,28.88,28.94,15.25,26.0,40.44,20.06,31.44,26.94,31.19,28.25,43.44,,46.31,,56.88,12.75,73.81,,9.62,25.88,
2000-12-19,113.8,,,,24.94,16.12,33.5,66.38,29.94,42.88,47.81,18.88,24.69,33.69,43.0,,39.13,67.44,72.75,27.38,48.69,50.81,37.75,19.19,30.25,,,75.75,50.13,33.63,28.5,48.88,,,56.5,39.0,43.19,15.63,52.38,7.938,68.69,31.36,20.0,,13.44,81.81,42.75,41.0,21.25,30.94,29.94,15.69,26.0,40.88,20.5,31.06,26.75,31.02,28.88,43.81,,49.38,,55.75,12.88,74.75,,9.38,25.75,
2000-12-20,112.9,,,,25.06,16.0,31.4375,65.0,29.56,43.06,46.63,18.5,24.0,33.69,42.81,,36.88,66.0,71.94,26.94,46.75,48.81,37.25,18.31,29.5,,,73.06,47.44,32.75,27.56,46.0,,,55.56,38.19,42.19,15.88,50.0,7.75,65.88,31.95,21.19,,13.5,82.13,43.88,41.13,21.0,29.94,29.62,15.25,24.56,40.94,19.56,30.25,25.69,29.57,28.63,42.0,,47.88,,54.44,12.19,73.31,,9.12,25.44,
2000-12-21,112.7,,,,25.38,15.88,31.75,64.63,29.5,44.75,50.38,19.06,25.19,34.0,43.25,,37.19,66.94,72.19,27.06,46.5,52.25,37.64,19.31,28.88,,,74.5,47.88,32.5,27.5,46.31,,,57.88,39.13,43.0,15.75,50.13,8.063,68.19,32.1,22.56,,13.63,81.94,46.31,43.38,21.0,28.88,29.25,16.0,26.06,41.19,20.25,30.06,26.94,31.85,29.88,42.31,,49.69,,53.5,12.0,75.0,,9.81,25.94,
2000-12-22,112.8,,,,26.13,16.0,34.8125,63.44,29.5,46.63,51.5,20.25,25.81,35.5,45.13,,38.25,70.75,72.94,27.38,48.31,51.75,38.53,20.81,32.69,,,74.5,48.88,33.56,28.94,47.75,,,57.94,40.56,43.94,16.25,52.63,8.5,70.62,32.5,24.19,,13.81,74.13,47.88,44.5,22.0,29.13,29.62,16.0,26.19,42.31,20.94,30.94,26.88,31.75,30.25,43.5,,51.0,,56.5,12.44,76.0,,10.12,26.0,
2000-12-26,115.0,,,,26.19,16.56,34.5625,63.0,29.0,47.75,53.56,20.06,25.94,36.31,46.12,,38.62,74.13,74.25,28.12,48.12,51.06,38.15,21.06,32.31,,,74.94,49.31,33.44,29.75,48.0,,,58.0,40.87,44.75,16.19,53.88,8.88,72.38,32.92,25.0,,13.62,75.69,49.75,43.75,21.94,29.13,29.44,15.63,26.25,44.31,19.88,32.0,27.62,31.94,30.75,44.44,,51.19,,57.44,12.44,77.69,,9.5,25.69,
2000-12-27,119.2,,,,26.94,17.0,34.1875,64.06,32.13,47.5,53.31,20.31,26.75,37.5,46.56,,39.38,74.94,77.25,28.81,50.77,53.0,38.79,21.75,33.06,,,75.19,48.19,36.06,30.44,47.56,,,59.62,41.31,45.88,15.94,55.06,9.063,76.0,33.26,25.19,,13.94,77.94,50.13,44.81,22.19,29.94,29.94,16.06,25.81,46.13,19.5,33.38,27.81,34.01,31.0,45.25,,52.63,,57.31,13.5,79.75,,11.88,27.06,
2000-12-28,121.9,,,,26.44,17.19,34.625,65.44,31.81,47.63,52.94,21.69,26.06,37.63,46.63,,38.94,74.75,78.81,29.0,53.86,54.31,38.82,23.0,33.19,,,76.81,48.44,35.69,30.69,47.94,,,59.44,41.63,47.94,16.75,55.56,9.625,77.56,34.25,25.56,,13.19,78.56,49.69,47.06,22.06,32.5,30.5,16.63,26.75,47.56,21.06,33.69,27.94,33.4,31.0,45.44,,50.5,,59.19,14.31,78.69,,12.75,27.94,
2000-12-29,120.5,,,,25.94,17.06,33.5,66.0,31.44,47.31,53.19,21.5,25.94,37.94,45.81,,40.56,75.19,78.81,28.69,53.69,54.88,39.96,21.38,33.06,,,78.0,47.94,36.5,30.63,47.31,,,59.56,41.88,46.19,16.81,55.5,10.13,77.0,33.95,25.69,,13.31,83.0,49.25,44.13,24.19,32.19,31.06,17.19,26.5,47.63,20.06,33.06,27.88,33.53,31.19,46.5,,50.75,,58.75,13.44,78.63,,11.75,27.75,
2001-01-02,119.2,29.56,,,24.69,16.88,32.25,62.0,29.88,46.31,50.38,19.19,25.69,37.75,44.81,,38.63,67.31,76.31,28.0,49.63,52.06,38.2,20.63,34.25,,,75.06,43.75,36.06,28.63,44.25,,,59.06,40.63,45.94,15.5,53.0,9.5,75.38,34.1,24.56,,13.69,83.25,50.0,44.0,22.75,29.44,30.69,16.56,23.94,46.06,19.19,33.44,27.38,33.46,30.75,47.0,,50.63,,56.38,13.19,75.25,,11.25,27.0,
2001-01-03,117.8,31.94,,,25.69,17.5,32.6875,62.56,31.94,46.5,50.06,19.88,26.75,38.38,44.31,,41.5,70.0,75.94,28.94,54.38,52.19,41.06,22.0,34.75,,,72.94,47.81,37.56,30.75,48.13,,,60.63,41.31,46.94,17.31,56.5,10.06,75.25,33.65,24.94,,14.13,80.63,54.13,45.0,23.5,31.69,31.12,16.13,27.06,46.94,19.44,34.69,28.25,32.86,30.81,49.56,,50.63,,60.56,14.31,75.13,,11.25,28.5,
