,MMM,ALK,ALLE,AAL,AME,AOS,ARNC,BA,CHRW,CAT,CTAS,CPRT,CSX,CMI,DE,DAL,DOV,ETN,EMR,EFX,EXPD,FAST,FDX,FLS,FLR,FTV,FBHS,GD,GE,GWW,HRS,HON,HII,INFO,ITW,IR,JEC,JBHT,JCI,KSU,LLL,LMT,MAS,NLSN,NSC,NOC,PCAR,PH,PNR,PWR,RTN,RSG,RHI,ROK,ROL,ROP,SNA,LUV,SWK,TXT,TDG,UNP,UAL,UPS,URI,UTX,VRSK,WAB,WM,XYL
2011-09-27,76.28,58.68,,6.11,35.38,35.12,10.48,62.78,69.06,77.67,28.98,39.21,19.58,91.91,69.48,8.14,48.79,37.13,44.07,31.96,41.95,35.17,70.53,80.95,51.77,,13.37,58.29,15.76,159.98,36.79,45.14,26.96,,44.96,32.71,34.84,38.29,42.57,51.58,63.72,74.27,7.38,27.4,63.49,53.49,36.22,65.27,33.3,19.43,40.57,28.72,21.48,57.98,19.67,71.79,47.32,8.53,53.21,18.69,86.6,85.66,20.43,64.01,17.87,73.15,34.49,56.8,32.48,
2011-09-28,73.6,57.4,,6.12,34.23,33.83,9.97,61.92,67.53,75.08,28.41,38.59,18.9,86.95,67.42,8.11,46.87,36.39,43.23,31.2,40.95,34.23,69.2,77.9,49.27,,12.85,57.44,15.45,154.52,35.13,44.27,24.58,,42.96,31.5,33.81,37.18,41.4,50.04,62.12,73.32,7.38,27.35,61.38,52.1,35.06,64.29,32.3,18.66,40.29,28.12,21.06,56.57,18.64,71.36,46.08,8.53,51.45,18.2,82.94,83.27,20.76,63.15,17.16,71.85,34.17,53.9,31.55,
2011-09-29,74.53,57.98,,6.1,34.43,34.22,10.06,62.37,68.37,75.39,28.88,39.7,19.58,86.45,68.04,7.95,47.75,36.81,43.79,31.36,41.79,34.18,69.7,78.6,49.56,,13.17,58.18,15.86,153.27,35.45,45.0,24.44,,43.2,31.96,34.61,37.77,42.23,52.27,63.36,72.49,7.52,26.75,63.47,53.27,35.69,65.37,32.57,19.44,41.26,28.1,21.96,57.45,19.07,72.12,45.97,8.63,51.64,18.23,81.69,85.22,20.52,64.67,17.17,72.42,34.49,55.46,32.37,
2011-09-30,71.79,56.29,,5.5,32.97,32.03,9.57,60.51,68.47,73.84,28.14,39.12,18.67,81.66,64.57,7.5,46.6,35.5,41.31,30.74,40.55,33.28,67.68,74.0,46.55,,12.4,56.89,15.22,149.54,34.17,43.91,24.33,,41.6,28.09,32.29,36.12,40.75,49.96,61.97,72.64,7.12,26.08,61.02,52.17,33.82,63.13,32.01,18.79,40.87,28.06,21.22,56.0,18.71,68.91,44.4,8.04,49.1,17.64,81.67,81.67,19.38,63.15,16.84,70.36,34.77,52.87,32.56,
2011-10-03,70.93,51.32,,4.63,31.43,30.43,8.9,58.25,66.27,70.55,26.88,37.93,18.39,81.01,61.72,6.65,44.64,34.16,40.69,29.56,39.28,32.23,65.15,70.0,45.49,,12.3,55.67,14.69,143.86,33.23,42.32,23.46,,40.15,26.48,31.55,35.73,39.25,48.58,60.04,71.16,6.91,25.05,60.01,50.87,32.63,60.81,30.97,17.37,39.5,26.95,20.61,54.55,17.5,66.4,42.45,7.35,48.25,16.72,77.38,79.83,17.11,62.22,15.86,69.36,33.06,50.15,31.36,
2011-10-04,72.01,54.57,,5.0,33.76,31.69,9.12,59.14,67.89,72.54,27.44,39.37,19.21,85.12,63.48,7.29,47.48,35.75,42.13,30.92,40.02,33.45,67.86,73.47,48.83,,12.3,57.11,14.86,149.44,34.28,43.66,23.28,,41.85,27.58,33.46,37.43,40.37,51.26,62.32,72.7,7.33,25.12,61.75,51.69,34.41,62.99,32.72,18.07,40.15,27.35,21.88,57.79,18.69,70.01,44.18,7.5,52.24,17.53,77.74,83.49,17.94,64.06,17.75,69.54,34.64,53.28,31.99,
2011-10-05,72.53,55.76,,5.17,35.1,32.31,9.37,59.96,70.59,74.26,28.11,40.3,19.63,88.32,66.16,7.43,49.0,37.54,43.27,31.76,41.4,34.12,70.41,77.51,49.79,,12.2,57.71,15.27,151.49,34.92,44.37,22.85,,42.85,27.84,34.05,37.45,41.07,53.92,63.85,72.49,7.74,26.53,63.32,51.76,35.6,64.99,33.57,18.96,39.97,27.71,22.52,59.48,19.16,72.02,44.96,7.57,53.72,18.03,80.15,86.43,19.01,65.57,18.9,69.61,34.25,55.37,32.64,
2011-10-06,74.65,58.05,,5.35,36.21,32.95,9.88,61.48,71.53,77.09,28.5,40.94,20.21,90.02,66.57,7.78,50.64,38.99,44.5,32.15,42.74,34.11,72.2,80.0,51.74,,12.76,58.95,15.53,152.23,35.99,45.06,23.68,,43.85,28.08,34.98,38.35,42.03,55.22,64.72,73.13,7.82,27.38,65.45,52.29,36.52,66.21,34.48,19.63,40.47,28.11,22.95,60.9,19.32,73.5,46.19,7.86,55.23,18.47,81.91,89.53,19.52,66.52,20.04,70.98,34.31,57.18,33.09,
2011-10-07,73.82,57.53,,5.21,35.46,32.01,9.71,61.81,70.87,75.52,28.2,40.49,20.09,90.17,65.7,7.8,50.04,38.63,44.01,31.8,42.64,33.55,71.06,79.13,50.14,,12.35,59.55,15.5,149.99,34.54,45.49,23.85,,43.15,27.74,34.17,37.8,42.38,54.55,64.7,74.0,7.49,27.29,64.87,52.81,36.18,66.01,34.15,19.22,41.0,28.08,23.15,59.17,19.0,73.12,45.54,7.69,53.53,18.34,82.81,88.8,18.88,66.26,19.62,71.46,34.62,55.73,32.93,
2011-10-10,76.72,60.04,,5.33,36.9,33.24,10.09,64.03,73.08,79.13,28.94,42.08,20.88,94.08,69.38,8.05,52.5,39.94,45.39,33.18,44.12,34.8,73.62,82.83,52.77,,12.37,61.68,16.14,154.16,35.83,47.16,24.41,,44.99,28.4,35.73,38.72,43.28,56.45,67.53,75.75,7.93,27.5,67.45,54.71,37.38,70.2,35.05,19.82,42.08,28.85,23.92,61.59,19.77,75.81,47.56,7.97,56.04,18.62,84.75,92.0,19.32,67.86,20.35,73.75,34.95,58.07,33.75,
2011-10-11,76.42,61.77,,5.84,36.9,33.31,10.3,63.97,73.35,80.66,28.84,42.05,20.85,95.75,71.68,8.21,52.81,40.49,45.66,33.25,44.69,34.76,73.43,82.13,53.86,,12.48,61.48,16.14,154.33,36.16,47.37,25.24,,44.74,28.8,36.57,38.78,43.87,56.95,67.34,76.32,7.84,27.08,67.21,54.85,38.03,71.39,35.32,19.68,41.84,28.35,23.69,61.87,19.84,76.15,47.79,8.15,55.96,18.48,85.51,92.31,19.77,67.95,20.54,73.74,35.0,58.25,33.12,
2011-10-12,78.36,62.09,,6.23,37.65,34.0,10.05,64.32,72.43,81.7,29.4,42.76,21.11,95.71,71.05,8.42,54.1,41.55,46.53,33.58,44.2,34.62,75.18,85.76,55.03,,12.6,62.52,16.4,158.82,36.39,48.49,25.39,,46.02,29.94,37.46,39.39,44.32,57.95,68.51,76.13,8.02,27.7,67.44,55.32,38.89,72.85,36.16,20.07,42.62,28.74,24.17,64.15,20.29,77.49,48.69,8.33,57.95,18.3,85.93,91.79,20.2,68.56,20.57,74.24,35.08,59.0,33.09,
2011-10-13,77.8,64.25,,6.3,37.5,33.67,10.1,63.53,71.97,81.44,29.23,42.82,20.77,95.48,69.8,8.68,53.0,42.0,46.38,33.51,43.96,33.7,73.87,83.56,54.6,,12.62,61.81,16.22,156.21,36.17,47.89,25.62,,45.69,29.28,37.27,38.89,44.04,57.18,68.15,76.41,8.01,27.95,67.04,54.33,38.79,72.28,35.36,19.71,42.42,28.35,24.28,63.46,20.11,75.53,48.45,8.61,56.99,18.07,86.25,90.11,20.93,68.09,20.92,73.54,34.73,57.82,32.56,24.25
2011-10-14,78.89,63.69,,6.04,38.16,34.45,10.26,63.89,73.5,84.09,29.56,42.99,21.13,97.6,71.39,8.57,53.83,42.17,47.51,34.05,44.45,33.4,75.74,84.21,55.67,,13.01,62.04,16.6,157.91,36.74,49.45,26.52,,46.89,30.53,37.81,42.28,44.57,58.36,69.08,75.99,8.47,28.22,68.17,54.56,39.84,73.61,36.34,20.06,42.77,29.01,25.74,66.01,20.6,77.96,49.3,8.61,58.06,18.54,87.21,91.97,20.78,68.96,21.5,74.64,34.9,59.29,32.92,25.35
2011-10-17,75.88,63.24,,5.85,37.03,32.65,9.58,61.78,72.31,81.52,28.84,41.81,20.39,92.37,69.57,8.4,51.79,40.87,45.92,33.14,43.35,33.38,73.97,80.9,53.01,,13.72,60.93,16.23,155.09,35.83,47.7,26.5,,45.43,29.02,36.38,41.05,43.43,56.61,68.37,74.72,8.29,28.04,66.38,53.84,38.67,72.71,35.21,19.54,41.97,28.58,24.38,62.11,20.13,75.11,48.08,8.61,56.19,18.0,87.26,89.31,20.28,68.01,20.24,72.12,33.9,58.02,32.55,25.16
2011-10-18,78.36,64.57,,6.02,38.47,33.89,10.14,63.47,73.95,84.72,29.25,42.52,21.34,93.76,70.13,8.71,54.37,42.32,47.79,34.14,44.53,34.19,75.62,84.05,52.98,,14.48,62.64,16.71,166.3,36.51,49.33,26.47,,46.82,30.3,37.21,42.09,44.72,58.4,69.22,75.98,8.76,28.3,68.46,54.4,40.33,77.15,35.65,20.04,42.88,28.6,25.0,65.3,20.57,77.22,49.25,8.82,60.99,18.66,87.85,92.4,20.52,69.25,21.06,74.12,33.9,59.99,33.09,25.24
2011-10-19,77.7,63.24,,5.76,37.62,33.25,9.77,63.11,73.44,83.56,29.02,42.09,21.05,90.49,69.11,8.5,52.8,41.83,46.64,33.59,43.96,34.09,75.28,83.02,52.5,,15.06,62.47,16.52,163.59,35.79,48.82,26.36,,46.21,29.73,36.43,41.18,43.56,57.82,68.94,75.47,8.64,28.18,67.38,54.08,40.09,76.27,35.37,19.73,42.96,28.36,24.53,63.66,20.33,76.57,49.38,8.71,59.8,18.59,85.66,90.96,20.08,68.82,23.22,73.26,34.03,58.31,33.01,24.75
2011-10-20,78.68,65.91,,6.01,37.67,32.75,9.95,62.49,73.64,84.26,29.01,42.42,21.21,91.84,69.25,8.7,53.55,41.45,46.48,33.31,44.4,34.62,76.59,81.5,52.75,,14.93,63.15,16.63,165.12,36.22,48.46,26.79,,46.53,27.38,36.43,41.64,43.78,57.33,68.81,75.7,8.65,28.81,68.79,54.11,40.01,77.06,35.2,19.71,42.76,28.38,24.47,63.69,20.29,76.32,49.48,9.1,60.41,18.34,85.27,94.59,20.72,69.2,24.12,74.25,34.43,59.04,33.26,24.75
2011-10-21,80.48,65.97,,5.87,38.45,36.21,10.21,64.59,75.0,87.39,29.45,43.38,21.86,94.22,72.23,8.66,52.71,42.25,47.42,33.87,45.64,35.51,79.34,84.37,54.52,,14.95,65.32,16.31,167.64,36.79,51.28,27.54,,47.36,27.94,37.96,42.7,44.74,59.54,70.37,77.4,9.0,28.98,70.9,55.81,40.76,77.85,36.31,20.39,43.97,28.98,25.37,66.54,20.8,77.69,51.63,8.87,62.26,19.07,88.47,96.96,20.43,70.06,24.01,75.56,34.58,61.46,33.91,25.54
2011-10-24,82.18,68.61,,5.95,39.94,37.55,10.58,64.75,76.35,91.77,30.08,44.08,21.86,98.82,74.55,8.9,53.74,44.23,47.66,34.22,46.73,36.25,81.52,89.39,56.72,,15.8,65.63,16.45,170.85,37.75,51.77,28.73,,48.23,29.5,38.86,42.74,45.38,61.47,69.85,78.73,9.34,28.78,70.58,56.33,42.38,79.87,37.48,20.8,44.46,29.49,26.07,68.4,21.21,78.85,52.91,9.06,62.84,19.62,92.23,97.41,21.08,70.87,24.82,76.65,34.77,63.88,34.33,25.77
2011-10-25,77.04,65.92,,5.6,38.83,37.11,10.14,63.72,74.88,89.89,29.55,43.16,21.17,93.81,73.12,8.44,54.66,43.14,46.52,33.21,45.38,35.87,80.72,86.76,55.79,,14.78,65.26,16.22,168.25,36.96,50.71,28.94,,45.65,29.62,38.01,41.84,45.13,60.47,68.81,78.89,9.5,28.18,69.38,56.57,41.48,77.55,36.64,20.3,43.86,29.44,25.27,64.6,20.51,78.5,51.87,8.72,60.98,18.77,91.41,95.68,20.01,69.35,23.52,75.28,33.97,66.84,33.88,25.75
2011-10-26,77.02,65.54,,5.66,38.85,36.99,10.36,66.56,68.75,91.57,29.51,43.55,21.43,94.88,73.93,8.56,55.65,43.74,47.15,33.84,44.73,35.89,81.36,87.18,56.64,,14.88,63.89,16.35,169.77,36.99,51.4,28.72,,46.28,30.36,38.78,41.83,44.69,61.65,67.74,76.35,9.65,27.39,69.77,55.6,41.51,78.43,36.79,20.57,42.44,29.27,26.58,65.39,21.54,79.54,52.35,8.63,63.05,18.43,89.92,97.91,20.34,69.38,23.63,76.06,34.14,65.95,34.68,25.02
2011-10-27,81.41,67.77,,5.83,40.35,38.83,11.34,67.68,70.26,96.27,30.56,44.77,22.98,99.97,78.15,8.71,57.65,46.53,49.83,35.36,47.21,38.34,85.13,92.16,59.7,,15.65,65.43,17.225,174.38,38.72,54.01,29.6,,48.98,31.53,40.73,43.42,46.25,65.32,69.06,75.65,10.23,29.88,75.16,57.64,43.89,82.0,37.13,21.0,43.72,29.97,27.27,70.17,23.29,82.12,54.91,8.85,66.08,19.21,92.41,102.63,20.11,71.55,24.75,79.3,34.77,68.93,34.07,25.62
2011-10-28,81.0,67.25,,5.94,40.99,38.57,11.57,68.17,70.4,96.85,30.33,44.3,23.11,102.75,78.67,8.51,58.67,46.97,49.61,35.52,47.22,38.62,84.25,97.02,59.63,,14.92,65.47,17.25,174.01,38.85,53.88,29.42,,49.13,32.34,40.39,43.71,47.05,65.03,69.74,75.43,9.88,29.45,74.98,57.92,44.19,83.89,36.83,21.69,43.54,28.98,27.24,71.09,22.42,82.89,54.84,8.78,66.69,20.3,93.35,102.02,19.4,71.49,24.36,79.51,34.96,69.19,33.72,25.82
2011-10-31,79.02,66.53,,5.77,39.52,37.16,10.76,65.79,69.43,94.46,29.89,43.55,22.21,99.43,75.9,8.52,55.53,44.82,48.12,35.15,45.6,38.09,81.83,92.69,56.85,,14.53,64.19,16.71,171.31,37.75,52.4,29.5,,48.63,31.13,38.8,42.31,45.55,63.17,67.78,75.9,9.6,29.35,73.99,57.75,43.24,81.55,35.95,20.89,44.19,28.46,26.43,67.65,21.78,81.1,53.67,8.55,63.85,19.42,93.92,99.57,19.32,70.24,23.41,77.98,35.15,67.18,32.93,26.74
2011-11-01,76.53,65.61,,5.5,38.01,35.45,10.4,63.17,66.98,91.63,28.38,42.25,21.49,96.03,73.7,8.33,54.15,44.28,48.31,33.95,43.8,37.2,79.57,90.2,54.2,,14.67,61.43,16.02,169.63,36.66,51.2,28.45,,46.65,30.71,38.07,41.74,44.29,62.21,65.98,73.99,8.95,28.74,72.7,54.98,42.2,78.5,34.47,19.84,42.69,27.6,25.73,65.68,20.76,78.92,51.59,8.46,61.94,18.62,90.15,96.83,18.9,68.6,22.68,75.19,33.72,65.59,31.37,27.31
2011-11-02,78.06,65.4,,5.28,39.22,36.5,10.7,64.4,68.17,93.94,29.07,43.2,21.68,98.77,74.07,8.25,55.0,45.28,49.79,34.93,43.35,38.26,80.57,94.09,55.58,,15.07,61.95,16.25,174.55,36.99,52.45,28.96,,47.86,32.35,39.3,42.26,44.97,63.66,66.18,74.52,9.09,28.7,72.92,55.82,42.77,80.91,35.26,22.15,43.18,27.79,26.35,69.13,21.44,81.01,52.86,8.48,64.09,18.28,90.63,98.99,18.81,69.35,23.49,76.91,35.8,66.43,31.36,26.62
2011-11-03,79.64,68.82,,5.61,41.25,38.65,10.87,66.19,68.95,96.0,29.65,44.25,21.85,103.24,75.73,8.3,57.12,46.35,51.82,35.71,44.44,40.13,82.34,99.05,58.6,,15.0,63.63,16.67,179.12,38.15,53.94,29.78,,49.52,32.95,40.74,42.84,45.46,65.93,68.89,76.09,9.45,28.93,73.9,57.38,43.84,84.43,37.01,22.44,44.26,28.34,27.16,71.52,22.37,84.24,55.24,8.59,66.31,18.92,94.52,101.49,18.85,70.56,24.67,78.44,37.42,67.24,31.82,26.39
2011-11-04,79.3,68.8,,5.5,40.79,39.14,10.93,65.8,68.72,95.74,29.63,44.38,21.76,103.39,75.39,8.35,56.89,45.94,51.26,35.74,44.21,40.27,82.01,99.8,54.86,,15.0,63.45,16.39,178.33,37.99,53.95,29.76,,49.23,32.46,39.24,41.95,45.35,66.32,68.58,76.52,9.39,29.47,73.54,57.18,43.56,84.55,36.96,21.91,44.18,28.18,26.89,69.98,21.91,83.3,54.96,8.53,66.77,18.61,93.88,101.24,18.72,69.99,24.6,77.8,37.97,67.39,31.5,25.19
2011-11-07,79.69,68.65,,5.39,40.65,38.82,10.75,66.29,68.85,95.0,29.76,43.83,21.92,101.0,75.15,8.31,56.09,45.26,50.89,36.04,44.4,39.76,81.93,98.77,55.04,,14.79,64.2,16.39,178.63,37.81,53.96,29.6,,49.72,32.26,39.05,41.61,46.47,66.45,70.48,78.26,9.4,30.05,73.83,58.24,43.48,82.96,36.92,21.02,45.47,27.69,26.54,69.81,21.91,84.17,54.95,8.42,66.59,18.48,94.33,101.68,18.74,70.46,24.41,78.34,37.88,67.86,31.65,24.6
2011-11-08,81.83,69.16,,5.21,41.36,38.75,10.78,66.65,70.52,95.89,29.87,44.42,22.16,101.68,75.63,8.2,56.31,45.99,52.13,36.56,45.87,40.6,83.01,99.98,56.05,,15.09,65.13,16.48,181.33,38.0,54.65,30.1,,48.98,32.26,39.94,42.81,46.94,66.25,70.97,78.39,9.71,30.25,74.38,58.53,43.99,83.74,37.42,20.95,45.74,27.94,26.86,74.33,22.3,84.81,56.06,8.47,67.66,18.75,98.51,102.33,18.2,71.55,25.4,78.87,37.8,68.57,31.67,24.94
2011-11-09,79.0,66.87,,5.05,39.46,37.01,10.2,64.55,67.16,91.64,28.65,42.65,21.17,96.35,72.78,8.0,53.81,43.95,50.11,35.08,44.01,39.35,79.35,94.89,53.14,,14.9,62.96,15.85,172.67,37.0,52.83,29.17,,46.14,30.1,37.77,41.29,44.74,63.59,68.65,76.95,8.94,29.48,71.95,57.29,41.8,80.2,36.07,19.64,44.38,27.19,25.57,70.34,21.03,81.59,53.74,8.17,64.45,17.98,96.77,98.36,17.85,68.99,23.94,76.44,37.46,65.49,30.99,23.89
2011-11-10,80.32,65.54,,4.85,40.47,36.92,10.25,64.83,67.69,92.2,28.75,43.14,21.7,97.28,73.58,7.62,53.85,44.49,50.56,35.36,44.56,40.16,80.12,95.78,53.94,,15.7,63.38,16.06,176.27,37.26,53.56,31.0,,46.19,29.98,37.89,41.26,44.61,64.67,68.45,76.13,9.13,30.01,73.79,58.06,41.85,82.38,36.47,18.94,44.66,27.15,26.36,72.16,21.24,82.55,54.14,8.11,65.44,18.38,96.26,100.38,17.32,69.88,25.82,77.47,37.72,66.35,31.16,23.65
2011-11-11,82.29,68.0,,5.01,41.91,37.42,10.6,66.92,68.76,96.13,29.37,44.01,22.49,98.72,75.79,7.95,56.27,45.64,51.36,36.16,45.53,41.18,82.23,99.37,56.1,,15.25,65.72,16.3,179.4,38.29,54.79,30.54,,46.93,31.41,38.96,42.96,46.12,67.23,69.62,77.42,9.55,30.31,75.69,59.3,42.66,84.22,37.76,19.16,45.54,27.72,26.91,74.63,21.6,85.41,55.36,8.21,68.09,18.69,97.93,102.88,18.02,70.78,26.44,79.83,37.78,67.99,31.84,23.79
2011-11-14,81.87,67.01,,4.98,41.29,36.89,10.38,67.94,68.27,96.53,29.06,43.54,22.31,99.41,74.7,8.06,55.96,46.1,50.96,36.03,45.09,41.23,81.41,97.37,54.67,,15.03,65.31,16.1,177.51,37.71,54.71,30.34,,46.34,31.19,38.14,42.27,46.06,65.99,69.08,77.35,9.39,30.93,75.01,58.85,41.3,84.2,37.46,18.77,45.13,27.26,26.45,73.59,21.09,85.53,55.89,8.19,67.39,18.74,97.42,102.97,18.22,70.25,26.23,79.05,37.24,67.39,31.16,23.93
2011-11-15,81.87,67.53,,4.78,42.28,37.29,10.36,67.94,68.57,97.07,29.14,44.22,22.35,99.23,76.33,8.0,56.38,46.44,51.39,36.73,45.29,41.46,82.64,98.49,55.06,,15.49,65.99,16.2,179.3,38.31,54.78,31.66,,46.24,31.78,41.17,42.87,45.79,67.21,68.83,77.85,9.69,30.99,75.36,59.45,41.22,85.33,38.13,19.19,45.59,27.23,26.83,74.37,21.46,86.7,55.78,8.2,67.84,18.73,98.4,103.38,17.9,70.57,26.66,79.33,37.71,68.05,31.18,23.99
2011-11-16,81.87,66.12,,4.5,41.25,37.51,9.97,66.34,66.93,95.75,29.2,43.52,22.03,98.03,76.43,7.58,55.2,44.95,50.43,35.77,44.19,40.79,81.49,97.96,54.9,,15.04,65.02,15.95,176.84,37.6,53.29,31.02,,45.44,31.5,41.23,42.6,46.99,66.49,67.98,75.93,9.6,30.09,74.08,58.47,40.29,83.18,37.62,19.71,44.5,26.95,26.53,72.24,21.05,84.9,54.36,8.05,65.36,18.41,97.12,102.01,16.9,69.31,26.46,77.45,37.06,66.93,31.14,24.12
2011-11-17,80.43,64.83,,4.4,40.38,36.84,9.62,66.09,65.65,93.81,29.16,43.56,21.45,94.78,75.02,7.28,53.43,43.85,49.56,35.13,42.75,40.0,80.28,95.17,52.97,,15.53,63.42,15.64,175.49,36.87,52.6,30.26,,44.38,30.14,40.82,43.58,46.27,66.36,66.87,75.16,9.16,28.88,72.67,56.87,39.41,80.86,36.69,19.44,43.84,26.63,25.92,70.49,20.97,82.73,52.75,7.78,64.52,18.01,93.57,100.92,16.55,68.93,25.19,75.69,36.45,67.5,30.87,23.85
2011-11-18,80.54,65.03,,4.42,40.34,36.33,9.69,67.46,66.01,93.93,29.69,43.7,21.64,94.02,74.27,7.36,53.11,43.92,49.71,34.86,42.82,40.04,81.22,96.95,52.52,,15.51,63.84,15.65,176.34,36.53,52.75,30.8,,44.94,31.2,40.69,43.52,46.71,68.02,66.71,75.1,9.01,28.56,73.29,56.75,39.16,81.09,36.83,19.36,44.0,26.76,25.56,71.25,21.05,83.28,52.15,7.81,63.66,18.52,94.41,102.04,16.59,69.14,25.4,76.11,36.19,66.66,30.97,23.93
2011-11-21,78.39,63.78,,4.25,39.88,35.32,9.47,65.56,65.67,91.12,28.76,42.87,20.94,91.1,72.68,7.21,51.26,43.1,48.9,34.24,42.02,39.4,79.38,93.52,52.21,,15.26,63.07,15.24,173.96,35.65,51.3,29.94,,43.79,31.06,39.67,43.68,46.2,66.03,65.17,74.49,8.75,28.68,71.71,55.13,38.39,78.91,36.05,19.06,43.35,26.15,24.92,68.87,20.3,81.46,50.54,7.73,62.13,18.09,92.44,98.41,16.19,68.22,24.98,74.07,36.54,64.19,29.83,23.62
2011-11-22,77.83,62.66,,4.05,39.49,35.36,9.26,64.35,64.73,89.99,28.47,42.62,20.94,89.58,71.92,7.28,51.87,42.56,48.31,34.35,41.19,39.39,78.21,93.74,52.48,,15.37,63.62,14.99,174.09,34.47,50.96,29.6,,44.05,30.77,39.6,43.92,45.44,65.0,63.77,74.47,8.76,29.22,71.65,54.4,37.87,78.03,35.97,19.16,43.46,26.24,24.96,69.19,20.14,81.56,49.93,7.65,62.88,18.01,92.82,98.25,16.02,68.04,25.13,73.05,36.89,63.93,30.54,23.63
2011-11-23,75.54,61.0,,4.0,38.26,35.4,8.88,62.36,63.74,87.76,27.92,42.1,20.23,86.84,74.72,7.12,50.4,40.87,47.06,33.52,40.11,38.63,76.56,89.74,50.33,,15.31,60.64,14.73,169.43,33.68,49.19,29.3,,42.5,29.33,38.49,42.95,44.48,63.43,62.59,73.95,8.42,28.46,70.35,52.97,37.05,75.87,34.59,18.75,42.62,25.88,24.02,67.17,19.67,79.5,48.42,7.4,60.25,17.41,90.83,96.0,15.53,66.9,24.31,70.97,36.8,62.32,30.25,23.68
2011-11-25,76.13,61.28,,4.02,37.88,35.22,8.95,62.78,63.63,86.72,27.63,42.31,20.0,86.04,73.64,7.12,50.26,40.55,47.11,33.56,40.0,38.42,76.08,90.1,49.51,,15.45,61.13,14.7,170.31,33.26,49.14,29.45,,42.58,29.17,38.51,42.75,44.33,62.81,63.29,75.39,8.42,28.51,70.44,53.42,37.28,74.98,34.57,18.87,43.12,25.82,23.83,66.91,19.46,79.43,48.05,7.5,60.23,17.33,91.17,95.16,15.9,66.46,24.18,71.04,37.15,61.24,30.31,23.0
2011-11-28,77.72,63.74,,4.27,40.12,36.9,9.46,64.99,65.87,91.48,28.79,42.8,20.68,90.45,76.5,7.43,52.01,42.33,49.14,34.8,41.11,39.85,78.93,95.59,52.35,,15.97,64.06,14.8,175.73,34.25,51.66,30.63,,43.7,30.82,39.84,43.78,46.18,66.1,64.61,78.0,8.93,29.02,73.04,54.82,38.52,79.36,35.58,19.79,43.94,26.61,24.88,71.04,20.61,82.6,49.29,7.87,63.03,18.55,92.98,98.53,16.58,68.24,25.69,73.14,37.28,63.55,30.41,23.49
2011-11-29,77.24,65.3,,4.46,40.47,37.01,9.31,65.26,65.6,90.54,29.05,43.43,20.68,88.47,75.84,7.8,53.0,42.37,49.1,35.33,41.02,40.15,78.58,96.01,52.07,,16.01,63.89,14.92,176.49,33.89,51.56,31.0,,43.39,30.92,39.83,44.52,45.98,67.12,64.72,76.51,9.0,28.65,72.96,55.13,38.32,78.26,35.83,19.44,43.69,26.81,24.71,70.93,20.55,82.83,49.55,7.93,63.04,18.64,92.57,99.23,17.63,68.41,26.0,72.98,37.36,64.14,30.42,23.27
2011-11-30,81.04,69.42,,4.72,42.84,39.26,10.02,68.69,68.51,97.88,30.4,44.93,21.71,96.33,79.25,8.12,54.97,44.91,52.25,37.15,43.51,41.65,83.08,102.77,54.82,,16.68,66.06,15.91,186.9,35.6,54.15,31.75,,45.44,33.12,41.54,45.72,47.96,68.03,66.3,78.15,9.58,29.05,75.54,57.07,40.57,82.78,38.03,20.59,45.57,27.45,26.49,75.03,22.2,85.19,51.3,8.38,65.43,19.43,96.42,103.41,17.97,71.75,28.14,76.6,39.28,68.25,31.3,23.9
2011-12-01,80.3,70.18,,4.94,42.36,38.29,9.81,70.98,67.65,96.82,30.22,45.05,21.73,96.32,78.73,8.52,54.76,44.59,51.84,37.02,42.2,41.77,82.03,101.6,54.41,,15.99,66.5,15.91,186.3,35.71,54.17,31.7,,45.12,33.43,41.27,45.47,47.41,68.77,66.01,78.98,9.43,29.37,74.78,57.33,40.35,83.02,37.23,20.67,45.29,27.35,26.39,74.14,21.92,84.67,51.55,8.33,65.25,19.39,97.68,102.93,19.12,71.13,27.91,76.58,38.75,68.52,31.24,24.27
2011-12-02,79.76,69.66,,4.84,42.62,39.44,9.91,71.3,67.98,96.29,30.35,45.22,21.65,95.73,77.69,8.41,55.88,44.83,51.36,37.2,42.11,41.6,82.14,102.01,53.84,,16.52,65.72,16.09,186.2,35.87,54.13,31.2,,45.95,33.23,42.05,45.69,47.48,67.86,66.24,77.82,9.32,29.86,75.01,56.99,40.34,82.11,37.11,20.65,45.35,26.78,27.01,74.62,22.11,84.53,51.58,8.28,65.03,19.05,96.54,102.69,19.26,71.07,27.96,76.54,39.3,69.19,31.23,24.25
2011-12-05,80.93,71.08,,5.12,43.03,39.98,10.0,71.09,69.5,96.85,30.57,45.73,22.03,95.71,78.14,8.61,57.51,46.01,52.13,37.7,42.8,42.55,83.2,104.48,55.12,,16.45,65.65,16.33,187.31,36.41,54.7,31.35,,47.03,34.18,42.65,46.03,47.13,69.17,67.29,78.11,9.41,29.7,75.75,57.42,40.54,82.83,37.35,20.99,45.11,27.03,27.84,76.14,22.25,85.17,51.9,8.47,66.7,19.28,96.82,104.59,19.84,71.95,28.0,76.64,38.74,69.99,31.53,25.09
