,APD,ALB,AVY,BLL,CE,CF,DOW,DWDP,EMN,ECL,FMC,FCX,IP,IFF,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SEE,SHW,VMC,WRK
2003-12-01,48.93,28.65,55.3,56.58,,,,,36.92,27.16,30.39,44.75,38.75,33.15,,,43.16,7.72,49.55,56.67,20.06,61.12,53.87,32.89,45.87,
2003-12-02,48.86,28.5,55.25,56.32,,,,,36.99,27.03,30.61,45.15,39.1,34.0,,,43.72,7.46,50.0,52.66,19.96,60.35,53.34,32.84,45.99,
2003-12-03,49.1,28.04,55.22,57.31,,,,,37.05,27.33,30.8,44.95,39.3,33.69,,,43.74,7.91,49.99,51.85,21.0,60.4,54.05,33.64,45.84,
2003-12-04,50.47,28.35,55.92,58.8,,,,,37.4,27.8,31.29,44.24,39.81,33.76,,,44.17,7.88,49.04,52.2,21.17,60.96,54.47,33.98,46.1,
2003-12-05,50.1,27.96,55.16,58.05,,,,,36.96,27.22,31.38,45.26,39.34,33.46,,,44.1,7.81,49.59,51.36,21.01,60.28,53.16,33.85,45.8,
2003-12-08,50.53,29.35,55.6,58.81,,,,,37.81,27.68,31.65,46.24,40.23,33.5,,,44.61,8.12,49.2,52.13,21.24,61.27,53.78,34.1,47.47,
2003-12-09,50.84,29.0,55.55,58.57,,,,,38.75,27.43,31.82,45.72,40.61,33.61,,,44.43,8.15,47.77,51.69,21.46,62.48,53.72,34.25,47.23,
2003-12-10,50.87,29.03,55.41,57.61,,,,,38.21,27.25,31.58,42.87,40.64,33.17,,,43.49,8.16,45.7,52.8,21.45,61.24,52.76,33.77,46.5,
2003-12-11,51.41,29.58,56.21,58.06,,,,,38.24,27.61,31.9,44.89,41.02,33.62,,,44.58,8.51,46.28,53.1,21.25,61.62,53.37,33.91,47.48,
2003-12-12,51.86,29.97,56.25,57.7,,,,,38.76,27.84,32.87,44.73,41.1,33.61,,,45.38,9.0,47.0,52.84,21.3,62.74,53.8,34.04,47.8,
2003-12-15,51.86,29.71,56.0,56.78,,,,,38.55,27.27,32.9,44.97,40.78,33.55,,,45.13,8.87,47.22,53.26,21.25,62.72,53.62,33.9,47.6,
2003-12-16,52.06,29.88,55.58,57.41,,,,,37.72,27.39,32.79,44.15,40.96,33.82,,,45.25,8.8,46.13,52.75,21.29,62.73,53.83,34.05,47.57,
2003-12-17,51.75,29.63,54.71,58.32,,,,,38.03,26.83,32.6,44.9,41.18,33.89,,,45.24,9.26,47.08,55.29,21.34,63.23,53.37,34.06,46.75,
2003-12-18,52.46,29.95,55.31,58.49,,,,,38.0,27.16,33.5,43.52,41.94,34.09,,,45.95,9.79,46.98,57.05,21.5,63.89,53.5,34.19,47.75,
2003-12-19,52.38,30.03,54.59,58.84,,,,,38.06,26.84,33.55,41.27,42.26,33.88,,,46.17,9.65,45.7,56.96,21.39,63.19,52.87,34.0,47.9,
2003-12-22,52.38,30.13,54.31,59.5,,,,,38.32,27.4,34.0,39.56,42.36,34.32,,,46.78,9.98,46.29,57.9,21.38,63.75,53.06,34.23,48.24,
2003-12-23,52.09,30.34,54.85,59.25,,,,,38.65,27.35,34.08,39.66,42.36,34.23,,,47.44,9.75,46.29,57.52,21.35,63.45,52.96,34.22,48.17,
2003-12-24,51.85,30.3,54.57,58.93,,,,,38.56,26.96,33.95,40.2,42.19,34.2,,,47.27,9.76,46.37,55.35,21.35,63.31,52.36,34.14,48.02,
2003-12-26,52.31,30.44,54.71,59.03,,,,,38.94,27.24,34.13,41.66,42.23,34.24,,,47.65,9.91,47.69,56.44,21.33,63.91,52.89,34.11,48.21,
2003-12-29,53.07,30.42,55.49,58.74,,,,,39.38,27.33,34.54,42.1,43.12,34.96,,,47.78,10.24,49.41,57.65,21.43,64.42,53.19,34.23,48.25,
2003-12-30,52.63,30.35,55.56,58.6,,,,,39.0,27.3,34.85,42.17,43.11,34.95,,,47.53,10.08,49.16,55.93,21.5,63.56,53.73,34.21,47.81,
2003-12-31,52.83,29.97,56.02,59.57,,,,,39.53,27.37,34.13,42.13,43.11,34.92,,,46.97,9.93,48.61,56.0,21.86,64.02,54.14,34.74,47.57,
2004-01-02,52.67,30.25,55.92,58.48,,,,,39.6,27.04,34.25,41.91,42.74,34.39,,,46.47,10.25,48.64,56.05,21.71,63.64,53.04,34.66,47.21,
2004-01-05,53.3,30.45,57.94,59.0,,,,,40.86,27.54,34.27,43.95,43.6,35.74,,,47.17,10.74,49.75,57.25,22.02,64.6,53.93,35.21,50.11,
2004-01-06,53.15,30.44,57.82,58.35,,,,,40.45,27.19,34.44,43.05,43.77,35.49,,,49.02,10.43,48.84,57.43,21.86,63.95,53.27,35.77,49.6,
2004-01-07,52.77,30.49,58.2,58.0,,,,,40.31,27.21,34.42,43.1,44.26,35.56,,,49.86,10.68,47.44,55.45,22.3,63.64,53.74,35.6,49.7,
2004-01-08,53.43,30.47,57.8,58.67,,,,,40.56,27.16,35.03,43.75,44.98,35.66,,,50.17,11.69,47.9,56.49,22.6,64.15,54.22,35.85,48.92,
2004-01-09,51.98,29.8,56.8,57.64,,,,,39.75,26.82,34.1,44.45,44.41,35.52,,,49.58,10.88,48.62,56.4,22.39,62.77,53.29,35.28,49.19,
2004-01-12,52.52,30.18,56.8,57.32,,,,,40.15,27.16,34.77,42.9,44.63,35.26,,,49.24,11.14,47.5,55.88,22.24,63.5,53.56,35.16,49.39,
2004-01-13,53.96,30.34,56.5,57.18,,,,,39.7,26.9,34.32,40.06,44.18,35.13,,,48.62,11.17,46.55,54.96,22.51,63.4,53.3,35.12,49.6,
2004-01-14,54.71,30.66,57.6,57.73,,,,,39.6,27.0,34.47,38.69,44.3,34.75,,,48.96,11.04,44.65,54.78,22.63,63.53,53.07,34.9,49.5,
2004-01-15,54.87,30.47,58.0,57.51,,,,,39.45,26.67,33.72,35.86,43.86,34.59,,,49.0,10.76,42.59,53.69,22.55,63.34,53.67,34.57,49.93,
2004-01-16,55.0,30.21,58.29,58.39,,,,,39.04,27.11,33.71,36.05,43.6,34.9,,,48.82,10.85,43.08,55.25,22.66,61.44,54.55,34.4,49.53,
2004-01-20,54.38,30.32,57.71,58.52,,,,,39.53,27.12,33.55,38.5,43.48,35.32,,,48.16,11.2,43.73,55.9,22.98,60.66,54.08,34.24,49.19,
2004-01-21,52.29,30.61,58.22,58.7,,,,,39.5,26.85,33.71,38.73,43.32,35.07,,,48.71,11.22,44.0,55.85,22.8,60.43,53.87,34.29,49.82,
2004-01-22,49.85,30.3,57.5,58.81,,,,,39.26,26.75,33.91,39.01,43.37,34.78,,,48.77,11.2,42.8,55.75,22.2,59.3,53.25,34.16,49.7,
2004-01-23,48.19,30.4,56.92,58.81,,,,,38.45,26.54,33.83,37.96,42.3,34.61,,,48.75,10.8,42.25,53.86,21.62,58.74,51.18,33.95,49.55,
2004-01-26,49.9,30.31,57.04,59.03,,,,,38.29,26.75,34.04,38.03,43.08,35.78,,,48.13,10.35,41.76,53.34,21.95,59.12,51.43,34.08,50.12,
2004-01-27,49.58,30.3,61.19,60.4,,,,,38.0,26.52,34.5,38.76,42.7,35.7,,,47.68,11.74,42.51,53.97,21.9,59.0,50.88,33.82,49.69,
2004-01-28,49.58,30.28,59.15,59.8,,,,,38.35,26.22,34.62,37.17,42.01,35.94,,,46.8,11.0,41.72,53.74,21.38,58.6,49.99,33.3,48.84,
2004-01-29,49.74,29.99,60.0,60.92,,,,,38.5,26.69,34.1,35.9,41.66,36.56,,,46.0,11.31,41.1,54.27,21.3,58.04,49.46,33.7,48.2,
2004-01-30,49.91,29.59,62.16,62.57,,,,,39.89,27.17,34.19,36.86,42.27,36.66,,,46.0,11.31,41.66,56.31,21.64,58.23,49.79,33.74,47.7,
2004-02-02,49.76,29.4,61.1,64.12,,,,,39.69,27.0,33.71,36.36,42.51,36.75,,,45.54,11.32,41.86,56.08,21.65,58.04,49.52,33.23,47.67,
2004-02-03,49.06,29.08,62.35,63.44,,,,,39.72,26.92,33.16,36.36,41.67,37.25,,,45.5,10.91,41.5,55.1,21.58,57.15,48.88,33.06,47.8,
2004-02-04,48.62,28.82,62.56,63.75,,,,,39.35,26.71,33.6,35.92,40.72,37.68,,,44.66,10.49,41.54,56.4,21.15,56.89,48.17,33.18,46.5,
2004-02-05,49.12,28.76,63.11,64.0,,,,,39.8,27.05,34.6,37.1,41.3,37.63,,,45.2,10.53,42.15,57.02,21.49,57.74,48.41,33.9,46.9,
2004-02-06,49.76,29.09,62.17,64.57,,,,,40.26,27.59,35.32,39.48,42.22,37.96,,,46.03,11.02,44.1,58.44,22.24,58.7,49.38,34.84,47.5,
2004-02-09,50.0,29.13,61.82,64.55,,,,,41.24,27.38,35.85,39.69,42.4,37.04,,,45.96,10.9,44.64,59.26,22.08,59.2,49.01,34.99,47.2,
2004-02-10,50.53,28.9,61.87,64.58,,,,,41.5,27.89,36.79,39.6,42.24,37.43,,,46.2,11.12,44.3,59.35,22.31,59.65,48.79,35.41,47.23,
2004-02-11,51.57,29.1,61.25,64.76,,,,,42.56,27.94,37.55,41.73,43.32,37.31,,,46.71,11.35,45.43,60.81,22.37,60.69,48.94,35.91,47.01,
2004-02-12,51.01,28.93,60.8,64.89,,,,,42.81,27.33,38.0,41.74,43.35,37.31,,,45.99,11.39,44.66,62.35,21.99,60.12,48.7,35.57,46.84,
2004-02-13,50.31,28.74,60.62,64.1,,,,,42.27,27.34,37.81,41.2,43.4,37.07,,,45.56,11.44,44.26,61.08,22.12,59.0,47.48,35.33,46.1,
2004-02-17,50.72,29.05,60.8,64.08,,,,,42.85,27.44,38.96,42.7,43.51,37.79,,,46.37,11.73,45.45,62.1,22.43,59.42,47.47,35.77,46.74,
2004-02-18,49.89,28.41,61.05,64.19,,,,,42.56,27.32,36.18,41.25,42.86,37.2,,,46.6,11.4,43.63,63.15,22.36,58.8,47.82,35.93,46.27,
2004-02-19,50.0,27.95,61.48,64.7,,,,,43.04,27.75,36.97,42.31,43.5,37.12,,,46.16,11.35,44.04,62.61,22.74,59.34,47.48,35.38,46.14,
2004-02-20,49.63,27.63,61.64,64.07,,,,,42.58,27.5,36.73,40.94,43.77,36.92,,,46.01,10.97,42.75,61.26,23.11,58.89,47.2,35.1,46.46,
2004-02-23,49.35,27.46,61.97,63.89,,,,,42.86,27.35,36.81,40.29,44.12,36.79,,,45.93,11.03,42.31,61.27,22.87,58.92,47.3,34.93,46.5,
2004-02-24,49.45,27.75,62.17,64.35,,,,,42.84,27.32,36.91,41.05,44.37,36.57,,,45.98,11.03,43.77,61.3,22.85,58.88,49.85,34.78,46.49,
2004-02-25,49.4,27.65,62.16,64.1,,,,,43.35,27.0,37.14,40.73,44.75,36.56,,,47.13,11.15,43.13,61.8,23.2,59.51,49.08,34.65,46.67,
2004-02-26,49.0,27.7,63.1,64.14,,,,,43.05,27.15,37.95,41.64,44.42,36.59,,,47.45,11.18,43.49,62.33,23.39,58.8,48.7,34.97,46.5,
2004-02-27,48.24,28.25,63.37,64.57,,,,,42.35,27.31,37.45,42.65,44.26,36.59,,,49.09,11.3,43.45,62.9,23.56,58.69,49.85,35.0,47.3,
2004-03-01,49.29,28.79,63.84,65.25,,,,,42.65,27.83,39.1,44.3,44.5,37.29,,,49.02,11.83,43.75,65.48,23.89,59.4,50.43,35.03,47.82,
2004-03-02,49.28,29.05,64.5,64.85,,,,,42.27,27.49,39.12,42.41,43.94,37.48,,,48.61,12.18,42.26,65.38,23.5,58.69,50.76,34.76,48.01,
2004-03-03,49.26,28.92,63.56,65.0,,,,,41.99,27.18,38.94,42.19,43.82,38.2,,,47.98,12.08,42.07,64.65,23.16,58.54,49.99,34.7,47.85,
2004-03-04,49.16,29.19,63.51,65.08,,,,,41.76,27.3,39.21,42.7,44.13,38.17,,,48.0,12.42,42.56,64.85,23.12,58.65,50.2,34.89,48.0,
2004-03-05,49.85,29.31,63.5,66.15,,,,,41.57,27.68,39.73,43.32,44.03,38.0,,,48.37,12.59,43.96,61.9,23.15,58.53,50.46,35.69,48.0,
2004-03-08,49.5,29.05,62.72,66.42,,,,,41.55,27.61,39.47,42.49,43.69,38.09,,,47.64,12.36,43.44,59.83,22.92,58.4,49.74,35.45,47.26,
2004-03-09,48.79,28.77,61.5,66.26,,,,,41.01,28.04,38.68,42.29,42.45,38.04,,,46.84,12.43,43.45,58.8,22.53,57.9,49.65,34.79,46.81,
2004-03-10,47.65,28.31,61.0,66.07,,,,,39.86,28.13,37.25,40.71,41.06,37.62,,,46.23,11.83,42.33,56.1,21.85,56.33,48.25,34.15,46.49,
2004-03-11,47.23,28.26,60.75,65.19,,,,,39.58,27.76,37.13,41.32,40.66,37.7,,,45.42,11.88,42.75,56.15,21.62,56.4,47.49,34.31,46.22,
2004-03-12,47.96,28.81,61.31,65.87,,,,,40.0,27.81,38.25,41.94,41.41,37.08,,,46.05,12.25,42.69,57.98,22.2,57.69,47.97,34.68,47.07,
2004-03-15,47.02,28.0,60.74,64.9,,,,,39.19,27.3,36.83,40.52,40.54,36.66,,,45.57,12.06,41.99,56.27,21.75,56.56,47.08,34.16,46.09,
2004-03-16,47.3,28.07,60.69,65.1,,,,,39.43,27.5,37.22,40.58,40.82,37.11,,,45.57,12.31,42.56,56.43,21.95,56.82,47.66,34.66,46.48,
2004-03-17,47.94,28.58,60.9,65.19,,,,,39.8,27.84,37.46,41.38,41.52,37.0,,,46.03,12.6,43.06,58.14,22.83,57.27,48.26,34.6,46.7,
2004-03-18,47.65,28.39,62.21,64.55,,,,,39.24,27.58,37.46,41.96,41.46,37.09,,,45.06,12.68,44.31,58.08,22.6,56.54,48.79,34.48,46.4,
2004-03-19,47.69,28.09,62.01,65.31,,,,,39.52,27.26,37.3,41.95,41.47,36.85,,,44.66,12.61,44.38,62.26,22.96,56.17,48.25,34.43,46.18,
2004-03-22,47.23,27.43,61.3,63.25,,,,,39.01,27.04,36.51,40.14,40.44,34.0,,,44.8,12.26,44.59,60.61,22.15,55.45,47.32,34.26,46.35,
2004-03-23,47.16,27.7,61.38,64.68,,,,,41.19,26.9,36.69,38.95,40.3,33.95,,,45.68,12.08,44.68,62.03,22.0,55.59,47.81,34.66,46.21,
2004-03-24,48.04,27.47,61.12,65.13,,,,,40.69,26.77,36.13,37.99,39.96,33.25,,,44.47,12.5,43.69,59.75,21.68,55.18,47.66,34.93,45.93,
2004-03-25,49.77,28.44,61.75,66.5,,,,,42.09,27.65,36.73,38.33,40.95,34.68,,,45.55,12.54,45.21,61.38,22.15,56.51,48.95,36.02,46.44,
2004-03-26,49.35,28.11,61.38,67.09,,,,,41.84,27.48,37.09,38.58,41.58,34.34,,,45.03,13.12,46.15,62.0,22.12,56.18,49.07,36.55,46.26,
2004-03-29,49.9,28.67,61.85,67.8,,,,,42.6,28.05,42.23,38.96,42.21,35.03,,,45.96,13.73,46.05,62.12,22.43,57.68,49.87,37.14,46.86,
2004-03-30,50.0,29.21,62.08,68.45,,,,,42.7,28.36,43.23,39.28,42.42,34.75,,,46.4,14.16,46.71,62.6,22.7,57.92,49.91,37.51,46.96,
2004-03-31,50.12,29.0,62.21,67.78,,,,,42.68,28.53,42.82,39.09,42.26,35.5,,,46.16,14.3,46.63,61.48,22.56,58.3,49.73,38.43,47.44,
2004-04-01,50.05,29.67,63.04,68.52,,,,,42.75,28.49,42.65,39.43,42.18,35.86,,,47.13,14.6,46.75,60.69,22.88,59.17,50.73,38.19,48.05,
2004-04-02,51.55,29.75,63.22,69.39,,,,,43.66,28.5,43.0,39.7,42.67,35.76,,,46.65,14.58,45.88,62.0,23.02,60.07,51.8,37.95,47.89,
2004-04-05,52.0,29.7,63.53,69.6,,,,,43.14,28.5,43.46,38.66,42.4,35.9,,,47.09,15.04,44.85,62.46,23.04,59.98,51.32,38.22,47.88,
2004-04-06,52.03,29.24,62.99,70.5,,,,,43.43,28.5,43.4,39.19,42.83,35.9,,,46.65,14.98,45.3,64.66,23.02,59.92,51.35,38.19,48.09,
2004-04-07,51.42,29.15,62.44,69.8,,,,,43.29,28.36,43.35,38.61,42.4,35.24,,,46.47,14.8,45.36,65.1,23.0,59.33,50.84,37.62,47.32,
2004-04-08,51.34,28.95,61.62,69.92,,,,,43.23,28.4,43.01,38.26,42.01,35.39,,,45.71,14.5,45.06,65.15,22.9,59.73,50.53,37.3,47.02,
2004-04-12,51.95,29.64,62.16,70.72,,,,,43.53,28.62,43.37,37.83,42.38,35.13,,,45.49,14.6,45.26,65.77,23.19,59.98,50.83,37.46,47.43,
2004-04-13,51.55,29.08,61.88,70.12,,,,,42.83,28.48,42.15,35.66,41.57,34.96,,,44.36,13.9,42.86,63.71,23.58,59.3,50.02,37.68,46.68,
2004-04-14,51.81,28.72,62.71,69.55,,,,,42.8,28.42,42.23,35.16,41.9,35.38,,,44.69,13.74,42.64,63.18,23.48,59.42,49.3,37.91,46.45,
2004-04-15,52.61,29.05,62.75,69.79,,,,,42.75,28.5,41.92,35.29,41.88,35.59,,,44.46,13.77,43.05,64.29,24.01,60.71,49.29,38.66,47.18,
2004-04-16,52.69,29.45,63.4,69.7,,,,,42.96,28.49,42.54,35.89,42.74,36.03,,,44.47,13.85,43.06,65.05,24.8,61.26,49.55,39.2,47.68,
2004-04-19,52.45,29.5,63.35,69.65,,,,,43.22,28.48,43.8,35.4,42.58,36.29,,,44.45,13.75,42.43,65.23,24.63,61.92,49.27,38.8,47.74,
2004-04-20,51.87,29.01,61.96,69.65,,,,,42.42,28.05,42.26,33.59,41.7,35.9,,,44.13,13.48,39.93,63.65,23.05,60.99,48.11,37.97,47.71,
2004-04-21,52.09,28.72,62.5,69.15,,,,,42.3,28.35,43.25,32.32,41.19,36.02,,,44.47,13.52,39.88,63.69,23.6,61.34,48.62,38.08,48.05,
2004-04-22,52.79,29.9,64.39,70.69,,,,,43.97,29.17,44.8,34.07,43.02,36.45,,,44.8,13.8,40.68,66.55,23.95,62.52,50.05,38.9,48.5,
2004-04-23,52.87,29.7,64.94,70.11,,,,,43.85,29.29,44.14,32.59,43.2,36.4,,,44.9,13.49,40.4,66.03,23.61,62.07,49.66,38.67,48.2,
2004-04-26,52.19,30.15,64.86,69.79,,,,,43.8,29.04,44.14,32.79,42.44,36.37,,,44.42,13.39,40.55,65.31,23.5,61.92,49.93,38.86,47.69,
2004-04-27,52.45,30.58,64.77,69.65,,,,,43.28,29.84,43.72,31.8,42.59,36.55,,,45.1,13.21,40.19,64.57,23.25,62.18,50.01,39.06,47.94,
2004-04-28,50.95,29.86,64.18,68.22,,,,,42.71,29.31,42.23,29.5,41.17,35.8,,,44.4,12.93,37.47,61.46,22.75,60.34,49.45,38.41,46.96,
2004-04-29,49.85,29.55,63.42,65.72,,,,,42.26,29.24,42.77,29.82,40.49,36.94,,,43.78,12.55,37.45,59.87,22.35,59.62,48.69,37.55,46.68,
2004-04-30,49.81,29.25,64.23,66.0,,,,,42.57,29.8,42.89,30.5,40.32,36.25,,,43.25,12.57,37.4,59.4,21.98,59.31,49.08,38.05,46.24,
2004-05-03,49.67,29.4,63.42,66.85,,,,,43.0,29.71,42.8,30.49,40.32,36.62,,,44.28,12.26,37.38,59.31,22.6,59.17,49.15,37.68,46.19,
2004-05-04,49.49,29.11,63.14,66.44,,,,,44.2,29.7,42.79,30.96,40.33,36.39,,,43.75,12.69,39.04,61.15,22.69,59.11,48.96,37.57,46.1,
2004-05-05,49.5,28.91,62.9,65.75,,,,,44.22,29.53,42.54,30.51,39.91,36.18,,,43.39,12.56,38.61,61.8,22.45,59.36,49.29,38.11,45.92,
2004-05-06,49.38,28.6,62.66,64.4,,,,,43.89,29.56,41.6,29.65,39.59,36.09,,,43.52,12.5,37.86,60.57,22.31,59.16,49.01,37.78,45.2,
2004-05-07,48.75,27.85,61.31,61.33,,,,,43.26,29.11,40.06,28.61,38.41,35.25,,,41.97,11.96,35.41,57.74,21.44,57.61,48.14,36.61,43.7,
2004-05-10,48.6,27.75,59.94,62.66,,,,,42.81,28.86,39.14,29.24,38.67,34.99,,,41.96,11.62,36.33,58.35,21.17,56.8,47.65,36.06,42.76,
2004-05-11,49.12,28.14,60.36,63.21,,,,,43.97,28.74,40.84,29.37,39.22,35.0,,,42.03,12.05,36.7,59.15,21.5,57.41,48.25,36.41,42.35,
2004-05-12,49.01,28.33,60.34,64.73,,,,,44.06,28.47,39.78,29.14,39.99,34.82,,,41.98,11.99,36.48,59.31,21.5,57.35,48.5,36.3,42.58,
2004-05-13,49.0,28.15,60.19,65.54,,,,,44.9,28.86,40.39,28.4,40.65,34.76,,,42.15,11.84,36.19,58.89,21.78,58.08,48.61,36.65,42.58,
2004-05-14,48.85,27.63,60.01,65.36,,,,,44.63,28.99,39.97,28.83,40.77,34.75,,,42.18,11.59,36.95,57.88,21.76,58.11,48.57,37.12,43.12,
2004-05-17,48.02,27.35,59.76,63.77,,,,,43.87,28.39,39.4,28.59,40.04,34.66,,,41.66,11.38,37.0,57.25,21.49,56.98,47.71,36.32,42.42,
2004-05-18,48.33,27.45,60.27,65.04,,,,,44.39,28.72,39.93,29.79,40.41,34.72,,,41.88,11.73,37.54,60.95,21.9,57.07,48.4,37.0,42.82,
2004-05-19,48.15,27.43,60.01,64.56,,,,,44.96,28.36,39.83,30.87,40.25,34.9,,,41.71,11.63,37.84,60.95,22.75,56.89,48.63,37.35,42.55,
2004-05-20,48.05,27.74,59.04,65.05,,,,,44.74,29.18,39.23,30.42,40.27,35.01,,,41.79,11.59,37.63,60.87,22.85,56.9,48.57,37.5,42.83,
2004-05-21,48.61,27.82,59.87,65.03,,,,,45.26,29.15,39.03,30.42,40.6,35.35,,,41.68,11.64,38.4,62.35,23.11,58.27,49.25,37.79,43.16,
2004-05-24,49.0,27.81,60.03,65.6,,,,,45.63,29.42,39.16,32.05,40.8,35.49,,,42.34,11.7,38.76,63.58,23.33,58.1,49.28,37.95,43.68,
2004-05-25,49.75,28.66,60.74,65.95,,,,,46.37,30.34,39.19,32.87,41.43,36.09,,,43.08,11.93,39.8,65.12,23.32,59.26,49.95,38.78,44.61,
2004-05-26,49.86,28.65,60.21,66.34,,,,,46.34,30.39,39.33,33.45,41.57,36.08,,,43.04,12.3,39.78,64.6,23.4,59.43,50.09,38.55,44.0,
2004-05-27,50.48,28.8,59.6,67.12,,,,,46.2,30.81,40.28,33.59,42.17,36.68,,,43.32,12.4,40.17,67.0,23.6,59.85,50.5,39.05,44.5,
2004-05-28,49.97,28.78,59.04,68.31,,,,,46.34,30.51,40.57,33.63,41.93,35.98,,,42.83,12.45,39.71,65.85,23.5,59.8,50.27,39.3,44.76,
2004-06-01,49.9,29.17,58.63,67.56,,,,,46.23,30.63,41.13,32.93,42.11,36.17,,,43.09,12.6,39.06,65.15,23.77,59.77,50.31,39.25,44.73,
2004-06-02,49.45,28.98,58.95,68.05,,,,,46.28,30.78,41.62,32.94,42.3,37.02,,,43.27,12.72,38.82,63.82,23.75,60.24,51.14,39.28,44.96,
2004-06-03,48.42,28.75,59.29,67.66,,,,,45.56,30.26,40.9,31.48,41.57,36.48,,,43.11,12.51,38.48,63.79,23.38,59.3,50.28,38.8,44.77,
2004-06-04,48.58,28.96,59.62,68.51,,,,,45.7,30.72,41.55,31.92,41.77,36.59,,,43.14,12.73,39.41,64.08,23.6,60.18,51.18,38.84,44.91,
2004-06-07,49.49,29.62,60.04,70.21,,,,,46.27,31.09,42.33,33.03,42.46,37.06,,,43.48,12.81,39.97,67.0,23.9,61.1,52.1,39.25,45.49,
2004-06-08,49.82,29.56,60.67,70.0,,,,,46.59,31.39,42.12,32.9,42.65,37.33,,,43.62,12.81,39.49,66.7,23.95,61.08,52.1,39.6,45.7,
2004-06-09,49.6,28.88,60.23,69.49,,,,,46.58,31.25,41.74,31.06,42.36,37.47,,,43.85,12.58,37.51,65.63,23.68,60.81,51.71,39.51,45.56,
2004-06-10,49.71,29.1,60.01,69.79,,,,,46.32,31.38,41.61,31.65,42.59,37.2,,,43.98,12.6,37.94,67.9,23.71,60.98,53.19,39.59,45.76,
2004-06-14,49.3,28.75,60.1,69.27,,,,,44.55,30.8,41.08,30.2,41.91,37.0,,,43.15,12.3,36.78,66.85,23.1,59.91,51.94,38.76,45.23,
2004-06-15,49.47,29.19,60.21,69.34,,,,,44.44,31.15,40.88,30.86,42.5,37.18,,,43.33,12.48,37.97,69.54,23.23,60.02,52.23,39.24,45.8,
2004-06-16,49.45,29.45,60.4,69.22,,,,,43.98,30.96,41.33,31.31,42.74,37.17,,,43.27,12.58,37.99,70.72,23.2,60.28,52.42,39.32,46.11,
2004-06-17,49.64,29.63,60.88,69.43,,,,,43.68,30.4,41.39,31.7,43.05,37.39,,,43.82,13.26,38.55,70.7,23.59,60.26,52.2,39.43,46.49,
2004-06-18,50.2,30.19,61.1,70.65,,,,,43.82,30.41,41.39,32.52,43.72,37.01,,,44.28,13.2,39.12,72.47,23.55,61.51,52.8,39.96,46.78,
2004-06-21,50.17,29.86,61.9,70.3,,,,,43.45,30.27,41.35,31.92,43.89,37.11,,,44.21,13.59,39.0,72.94,23.56,61.3,52.29,39.9,47.0,
2004-06-22,50.7,30.11,62.6,70.86,,,,,43.5,30.62,40.43,32.33,43.98,36.98,,,44.0,13.76,39.07,74.51,23.82,61.53,52.4,40.47,46.84,
2004-06-23,51.47,30.35,63.26,71.48,,,,,44.36,30.88,41.47,33.02,44.03,37.3,,,44.72,13.5,38.84,76.4,23.7,62.18,53.39,41.08,47.48,
2004-06-24,51.13,30.44,62.81,71.09,,,,,44.6,30.92,41.94,33.69,43.83,36.98,,,44.56,13.46,39.7,77.0,23.85,61.62,53.12,41.36,47.04,
2004-06-25,52.0,31.0,63.52,71.55,,,,,45.36,30.89,43.08,33.95,43.49,36.93,,,45.0,13.4,39.8,75.85,23.8,61.8,52.93,41.2,46.94,
2004-06-28,51.77,31.35,64.4,70.94,,,,,45.54,31.15,42.87,33.15,43.49,37.09,,,44.58,13.4,38.81,75.01,23.73,61.45,52.43,41.16,46.59,
2004-06-29,52.08,31.46,64.29,71.55,,,,,46.21,31.6,43.16,32.45,44.49,37.45,,,44.82,13.41,38.08,76.62,23.9,62.85,53.25,41.2,47.41,
2004-06-30,52.45,31.65,64.01,72.05,,,,,46.23,31.7,43.11,33.15,44.7,37.4,,,44.33,13.4,38.76,76.76,23.9,62.49,53.27,41.55,47.55,
2004-07-01,51.47,31.23,63.99,71.31,,,,,45.56,30.7,42.11,32.5,44.01,37.09,,,44.34,13.34,38.11,74.73,23.72,61.25,52.5,41.19,46.55,
2004-07-02,51.02,31.26,63.54,70.76,,,,,44.94,30.66,41.98,32.99,43.55,37.18,,,44.16,13.66,39.16,73.85,23.78,60.55,51.06,40.9,46.52,
2004-07-06,51.0,30.72,62.52,72.11,,,,,45.01,30.65,41.6,32.53,43.59,36.9,,,43.7,13.66,39.39,73.81,23.62,60.84,50.71,40.64,45.72,
2004-07-07,51.05,31.0,62.86,72.65,,,,,44.94,31.07,41.39,34.74,43.65,37.3,,,43.88,13.77,41.12,74.58,23.82,60.58,50.76,40.69,46.47,
2004-07-08,50.95,30.51,61.78,71.61,,,,,44.4,31.0,41.12,35.02,43.03,36.96,,,43.24,13.62,42.04,72.98,23.67,60.43,50.26,40.0,46.26,
2004-07-09,51.24,30.78,61.61,71.06,,,,,44.78,30.8,41.45,35.61,42.83,37.18,,,43.25,13.8,42.23,73.48,23.64,61.15,50.19,40.65,46.16,
2004-07-12,51.21,30.73,61.7,71.6,,,,,45.06,31.31,40.56,35.05,43.53,37.0,,,43.39,13.65,41.49,74.15,23.74,61.5,50.15,40.37,45.97,
2004-07-13,51.49,30.91,61.71,72.4,,,,,44.99,31.3,40.69,34.49,43.7,36.89,,,43.37,13.49,41.3,76.22,23.84,61.42,50.05,40.63,46.14,
