,APC,APA,BHGE,COG,CVX,XEC,CXO,COP,DVN,FANG,EOG,XOM,HAL,HP,HES,HFC,KMI,MRO,MPC,NOV,NBL,OXY,OKE,PSX,PXD,SLB,FTI,VLO,WMB
2012-03-15,83.9,106.97,,33.04,110.03,80.21,99.67,76.63,72.54,,115.63,86.09,33.91,58.61,61.49,35.21,36.25,33.65,43.9,80.23,99.06,98.9,83.57,,106.55,74.92,51.7,28.02,30.02
2012-03-16,84.68,108.98,,33.42,110.28,81.66,101.74,77.18,73.73,,116.78,86.44,34.54,59.32,62.55,35.93,36.85,34.61,44.19,83.56,99.69,100.58,82.85,,110.01,76.76,52.34,27.99,30.46
2012-03-19,84.25,108.6,,34.01,110.7,81.91,103.59,78.07,75.81,,117.39,86.99,35.0,59.13,63.27,35.99,37.14,34.49,44.55,82.93,100.14,101.5,83.05,,111.31,77.1,52.1,27.95,30.42
2012-03-20,82.03,105.61,,33.16,109.08,79.57,100.13,77.57,73.9,,114.71,86.6,34.76,57.83,61.69,35.63,36.75,33.82,43.79,81.86,98.7,97.96,82.83,,106.35,75.71,51.02,27.46,31.3
2012-03-21,81.04,103.48,,33.56,107.91,78.63,101.36,77.29,72.8,,113.81,86.01,34.13,56.68,61.22,34.89,37.07,33.24,43.68,80.47,99.27,97.73,82.28,,103.79,74.01,49.65,27.14,31.01
2012-03-22,78.23,100.9,,31.52,105.35,75.78,97.29,75.89,70.85,,110.35,85.33,32.98,54.8,59.22,33.95,37.38,32.22,43.37,78.94,95.29,95.75,81.52,,100.69,71.98,48.26,26.44,30.21
2012-03-23,79.41,101.76,,32.52,106.36,77.01,99.92,76.51,72.04,,111.73,85.55,33.42,55.52,59.86,34.45,38.6,32.46,44.0,80.58,96.36,97.62,82.18,,101.75,73.18,48.45,26.69,30.18
2012-03-26,79.46,101.04,,32.65,107.84,78.37,103.01,77.36,72.65,,112.16,87.03,33.65,55.0,60.14,34.16,38.37,32.51,45.21,80.08,99.05,99.17,82.6,,105.0,72.4,49.59,27.05,30.61
2012-03-27,78.33,101.38,,32.05,107.04,77.86,101.39,76.84,71.16,,111.28,86.62,32.83,54.54,59.67,33.36,38.44,32.04,44.0,78.21,98.46,98.41,82.39,,106.65,69.96,49.05,27.52,30.99
2012-03-28,77.38,98.98,,31.79,105.89,75.8,100.46,75.98,71.05,,109.63,85.86,32.48,53.17,58.63,32.21,39.25,31.67,43.56,78.53,97.84,94.85,81.83,,105.36,69.78,48.45,27.32,30.68
2012-03-29,77.33,98.81,,30.25,106.85,75.08,99.52,75.8,70.61,,109.02,86.08,32.77,52.4,58.43,32.02,39.01,31.75,43.24,78.66,98.17,94.43,81.89,,105.2,69.14,49.77,26.65,30.59
2012-03-30,78.34,100.44,,31.17,107.21,75.47,102.08,76.01,71.12,,111.1,86.73,33.19,53.95,58.95,32.15,38.65,31.7,43.36,79.47,97.78,95.23,81.66,,111.59,69.93,50.42,25.77,30.81
2012-04-02,79.11,100.97,,32.04,108.3,75.8,103.76,76.87,72.33,,113.35,87.07,33.45,54.96,59.55,32.24,39.1,32.23,43.44,80.27,100.26,97.48,81.61,,112.1,69.84,50.52,26.33,31.06
2012-04-03,79.21,99.23,,31.51,107.14,75.75,102.81,76.31,71.15,,113.56,85.83,33.6,54.77,58.94,32.53,39.73,31.65,42.4,80.67,98.91,96.47,81.9,,111.93,69.73,50.54,25.4,31.44
2012-04-04,78.12,97.54,,31.26,105.6,72.4,100.92,76.18,71.28,,110.52,84.98,33.0,53.67,58.58,32.39,39.22,30.94,42.59,79.24,97.1,94.42,80.95,,109.63,68.69,49.31,25.27,31.4
2012-04-05,78.26,95.87,,31.94,104.75,71.14,99.34,75.36,71.17,,109.18,84.82,32.77,53.5,57.87,31.48,39.85,30.54,42.13,79.72,96.51,93.29,81.1,,109.6,68.42,48.75,24.94,31.46
2012-04-09,75.83,94.58,,31.38,103.49,70.44,97.84,75.05,70.29,,107.44,83.88,32.38,53.62,56.74,31.54,39.38,30.14,42.46,78.21,95.75,91.38,80.68,,107.48,67.59,48.07,24.71,31.0
2012-04-10,74.63,93.5,,30.63,101.45,69.19,96.29,73.69,68.94,,104.0,82.17,31.99,52.07,55.45,29.58,38.1,29.25,41.83,76.0,93.16,89.61,79.36,,105.12,67.26,46.88,23.6,30.56
2012-04-11,74.37,92.81,,29.81,100.95,68.49,95.21,73.55,67.72,,102.95,82.7,32.13,52.2,55.47,29.57,38.23,29.23,41.51,76.97,92.45,88.81,80.54,,103.64,68.12,47.49,23.79,31.02
2012-04-12,76.59,94.9,,30.68,102.59,70.94,98.7,74.53,69.13,,105.22,83.6,33.18,54.38,56.66,30.52,38.52,30.34,41.76,80.46,94.82,91.12,80.47,34.0,107.83,70.34,48.25,24.93,31.82
2012-04-13,74.96,93.65,,30.6,100.78,68.14,97.54,73.63,67.84,,103.33,82.95,32.41,52.22,55.28,30.04,38.41,29.7,41.62,78.52,94.46,88.57,80.22,37.0,106.69,68.38,47.12,24.14,32.1
2012-04-16,73.37,92.27,,29.54,101.51,66.24,96.91,73.83,67.0,,102.77,84.01,32.06,51.41,54.26,28.38,37.7,29.48,40.01,77.91,93.71,87.26,80.0,36.55,104.6,67.44,46.38,23.36,31.34
2012-04-17,73.75,94.55,,30.57,103.62,66.98,97.58,74.26,68.19,,104.8,85.45,32.66,52.57,55.57,28.77,37.24,29.54,39.99,79.52,94.75,88.73,81.09,36.0,107.69,69.35,47.26,24.08,31.75
2012-04-18,72.54,92.3,,30.52,103.39,66.22,97.83,73.29,66.7,,104.17,85.75,34.17,52.42,55.15,29.23,37.25,29.51,39.86,79.03,93.9,87.97,80.93,36.0,105.72,69.93,47.84,23.88,32.28
2012-04-19,72.29,92.11,,30.98,102.51,65.01,99.63,72.89,65.91,,103.96,85.28,33.98,52.33,55.25,30.21,36.73,29.41,39.74,78.14,93.73,88.22,80.94,36.0,105.89,69.8,47.35,23.9,32.18
2012-04-20,71.73,91.47,,30.14,102.52,63.6,98.17,72.88,65.23,,103.03,85.3,33.29,51.5,55.07,29.75,36.16,29.47,39.9,77.68,93.63,88.61,82.83,36.32,104.98,71.7,47.4,23.75,32.3
2012-04-23,71.0,90.96,,29.96,102.44,63.84,99.17,72.33,65.95,,103.6,85.69,32.95,51.9,54.12,30.0,35.11,29.39,40.0,77.29,93.84,87.92,82.18,35.68,105.49,71.19,47.23,23.62,32.31
2012-04-24,72.09,91.26,,29.6,103.03,65.25,98.7,71.88,66.79,,104.45,86.31,33.38,52.77,55.04,29.78,35.09,29.39,40.26,78.02,93.98,88.22,82.69,34.75,106.71,72.71,47.62,23.93,32.31
2012-04-25,72.77,93.37,,30.78,103.85,67.04,104.2,71.02,67.7,,106.43,86.85,33.54,54.58,51.18,29.95,35.92,29.29,40.11,76.83,95.73,90.11,84.36,34.75,113.61,74.46,47.09,24.16,32.96
2012-04-26,74.14,94.79,,33.0,106.22,67.75,107.11,72.19,69.05,,108.52,86.07,33.45,52.87,51.75,30.63,35.68,29.9,40.65,76.74,99.27,91.9,84.96,34.95,115.64,74.25,46.92,24.57,33.89
2012-04-27,73.79,94.91,,33.79,106.2,69.11,108.2,71.98,69.66,,109.02,86.08,33.24,50.99,51.54,31.7,35.84,29.71,41.29,75.59,100.05,91.74,85.49,34.11,115.64,73.95,47.01,25.12,33.63
2012-04-30,73.21,95.94,,35.14,106.56,69.11,107.18,71.63,69.85,,109.81,86.34,34.22,51.39,52.14,30.82,35.9,29.34,41.61,75.76,99.32,91.22,85.89,34.05,115.82,74.14,47.0,24.7,34.03
2012-05-01,75.06,97.77,,35.93,108.27,69.45,107.1,56.51,70.65,,111.23,87.04,35.03,51.83,54.03,30.58,36.42,30.19,41.21,75.41,99.89,92.89,86.78,32.76,116.16,75.13,47.32,24.84,34.38
2012-05-02,72.9,95.54,,34.75,107.03,66.9,105.23,54.59,68.06,,109.28,86.2,34.49,50.81,54.04,30.61,36.37,28.88,41.49,74.3,98.47,92.38,86.6,32.0,112.64,74.17,47.23,24.21,33.75
2012-05-03,71.44,91.96,,34.58,105.99,64.73,99.5,54.26,66.47,,107.71,85.65,34.06,49.28,52.4,30.27,35.75,27.65,40.36,72.74,96.91,89.82,86.58,31.39,110.86,72.61,45.39,23.54,32.96
2012-05-04,69.01,89.06,,34.37,103.72,63.47,96.32,53.17,65.03,,105.29,84.57,32.53,47.47,50.94,29.51,35.25,26.8,39.74,71.13,95.03,87.88,86.62,30.16,106.93,69.96,44.28,22.95,32.7
2012-05-07,68.97,87.84,,33.85,103.31,65.24,93.25,53.35,64.35,,104.77,84.48,32.42,47.63,50.34,28.68,35.15,26.32,39.66,70.31,94.02,87.7,86.34,29.35,105.47,70.6,44.16,22.88,33.16
2012-05-08,69.1,87.58,,34.12,102.84,65.64,92.12,54.31,64.51,,103.99,84.02,32.69,47.61,49.85,29.19,34.97,26.17,38.52,69.24,91.73,86.93,85.8,30.1,103.88,70.39,44.59,22.56,32.58
2012-05-09,68.62,87.17,,35.98,101.78,65.81,90.07,53.47,64.03,,105.1,83.31,32.42,46.99,48.65,30.11,34.08,26.44,38.21,67.76,90.13,84.28,85.25,32.49,102.19,69.64,44.33,22.48,32.23
2012-05-10,69.27,87.87,,36.17,103.36,65.28,91.32,54.22,64.6,,106.51,82.84,32.31,46.38,48.55,30.28,34.3,26.98,38.2,68.39,90.17,85.02,86.72,32.48,104.23,69.44,44.73,22.56,32.53
2012-05-11,68.31,87.26,,35.51,102.69,63.34,89.17,53.5,64.48,,104.23,83.1,31.83,45.94,47.95,29.85,33.99,26.18,37.21,68.43,89.19,83.76,86.45,31.83,101.95,68.8,44.84,22.54,32.54
2012-05-14,66.75,85.05,,35.22,101.94,61.7,92.02,52.93,63.77,,101.04,82.12,31.58,45.03,46.63,28.9,33.55,25.45,35.82,67.1,86.86,81.66,84.61,31.32,98.76,67.25,43.07,22.05,31.67
2012-05-15,66.38,82.51,,34.0,100.9,59.69,89.61,52.53,62.35,,99.21,81.79,30.58,43.86,45.32,28.36,33.3,24.81,35.3,65.16,85.0,79.9,84.36,31.67,97.95,65.52,42.33,21.52,31.24
2012-05-16,65.08,82.12,,34.7,100.1,58.3,88.5,52.32,61.69,,98.95,82.17,30.2,43.43,44.24,29.57,33.25,24.51,35.27,63.62,83.82,79.23,84.26,32.1,97.66,64.81,42.12,21.83,30.52
2012-05-17,63.63,81.67,,33.69,100.14,55.97,86.49,51.19,61.38,,97.34,81.91,30.0,43.55,45.15,29.07,33.0,24.16,34.87,63.65,82.46,78.67,82.17,31.26,96.72,64.75,41.63,21.59,29.79
2012-05-18,62.88,80.52,,34.27,98.46,55.43,85.9,50.82,61.43,,96.31,81.47,29.93,43.47,44.6,28.2,32.5,24.13,34.92,63.42,81.85,79.65,81.57,31.38,95.36,64.06,41.35,21.44,29.67
2012-05-21,64.74,82.72,,35.57,99.69,58.3,90.26,51.77,62.89,,100.2,82.04,31.17,45.19,46.04,30.22,33.36,24.52,35.96,67.17,84.76,80.87,83.55,32.19,99.84,66.76,42.4,21.88,31.01
2012-05-22,64.11,82.63,,35.84,99.32,56.79,89.64,51.67,61.62,,101.33,81.95,30.78,45.56,45.77,29.49,33.8,24.33,35.39,66.73,84.5,80.84,84.18,31.63,100.68,66.4,41.83,22.06,31.29
2012-05-23,63.96,82.89,,36.34,99.0,56.73,90.51,52.09,61.16,,101.7,82.04,31.32,46.57,46.63,30.5,33.16,24.52,35.42,67.95,84.71,81.11,82.81,31.41,99.3,67.18,42.52,22.21,31.39
2012-05-24,63.65,82.09,,35.07,100.06,54.21,88.85,52.14,60.43,,100.79,82.61,31.41,45.83,46.51,30.2,32.11,24.88,35.8,67.85,84.35,81.38,83.66,31.13,98.03,65.85,41.99,22.12,31.05
2012-05-25,63.08,82.38,,34.77,98.86,54.05,89.67,52.11,60.02,,101.75,82.08,31.37,46.25,46.69,30.34,32.42,25.29,36.88,68.1,83.94,81.02,83.6,31.3,99.21,65.41,41.72,22.34,30.77
2012-05-29,64.45,84.04,,34.65,100.24,55.19,93.58,53.27,61.15,,104.86,81.93,32.01,47.1,47.42,30.33,33.5,25.52,37.23,69.98,86.21,82.89,84.69,31.01,102.71,67.24,42.04,22.37,31.39
2012-05-30,62.24,81.54,,32.82,97.63,53.16,88.05,52.04,59.75,,100.99,79.79,30.36,45.98,45.38,30.38,33.67,24.86,36.58,67.19,84.04,80.29,83.21,30.44,98.35,64.18,41.15,21.81,30.68
2012-05-31,61.0,81.38,,32.54,98.31,53.27,87.74,52.16,59.52,,99.3,78.63,30.06,45.3,43.7,29.48,34.19,24.91,36.07,66.75,84.46,79.27,82.99,30.03,96.7,63.25,40.24,21.1,30.53
2012-06-01,58.13,79.37,,31.15,96.41,51.29,83.78,51.19,57.99,,91.67,77.92,29.97,44.32,42.65,29.68,32.35,23.89,35.24,65.0,80.95,78.57,79.8,29.92,88.3,62.07,38.71,20.68,29.01
2012-06-04,57.12,79.56,,31.13,96.58,50.2,85.01,51.3,58.36,,90.4,77.83,29.52,45.12,42.68,28.57,33.0,23.84,34.28,64.12,81.32,80.16,39.49,29.53,86.82,62.21,38.68,20.37,28.67
2012-06-05,58.86,81.15,,32.0,96.49,50.75,87.45,51.87,59.07,,91.87,77.6,29.12,46.09,43.01,29.75,33.02,23.99,35.2,65.69,82.49,81.18,40.16,29.9,89.52,62.24,39.83,21.0,29.3
2012-06-06,62.16,83.59,,33.37,99.8,51.14,91.65,53.58,60.09,,94.92,80.18,28.1,47.29,45.1,31.05,31.9,24.96,36.32,68.07,85.45,84.57,41.32,31.53,94.53,64.59,40.81,21.72,29.55
2012-06-07,63.2,83.48,,32.8,100.39,50.12,91.98,53.81,59.3,,95.45,80.69,28.13,47.04,44.76,30.75,31.49,25.0,37.24,67.42,84.63,84.94,41.32,31.83,95.27,64.43,40.77,21.45,29.85
2012-06-08,63.84,82.97,,32.99,100.84,49.42,92.26,53.97,58.71,,93.88,80.84,27.96,46.09,44.72,31.35,31.53,25.03,37.36,66.59,84.88,85.05,41.28,32.12,94.29,64.54,40.67,21.27,29.37
2012-06-11,61.81,81.83,,32.03,99.91,48.28,88.17,53.88,57.26,,91.93,80.27,27.5,44.66,43.98,31.02,31.44,24.42,37.88,65.64,83.19,83.16,41.19,32.6,90.29,64.07,40.24,21.85,29.27
2012-06-12,63.59,83.27,,33.59,100.74,49.38,90.76,54.71,57.55,,94.17,81.26,28.13,45.56,43.93,31.88,31.35,24.76,39.07,66.92,84.16,83.58,42.05,33.49,92.76,64.93,41.24,22.28,29.54
2012-06-13,63.0,82.97,,32.26,100.13,46.96,89.68,54.1,56.34,,92.7,80.63,28.22,43.66,43.13,31.7,31.23,24.47,38.76,66.18,82.42,83.27,42.04,32.77,88.95,63.95,40.28,21.74,29.46
2012-06-14,63.96,86.01,,35.04,101.92,48.03,89.77,54.68,56.7,,94.46,82.13,28.68,43.64,43.95,32.06,31.47,24.61,39.4,66.81,82.98,83.48,42.36,33.53,88.17,65.38,41.48,21.89,29.45
2012-06-15,65.37,87.8,,36.2,104.33,49.22,91.14,55.46,57.35,,96.64,83.22,29.45,44.52,44.8,32.59,31.9,24.87,40.15,67.85,84.24,85.24,42.91,34.9,89.85,66.46,42.13,22.24,30.07
2012-06-18,64.63,85.37,,36.82,103.46,48.68,88.86,55.07,56.87,,94.73,83.11,28.96,44.66,43.71,32.32,31.85,24.21,39.84,66.87,82.82,83.81,43.43,33.86,87.05,66.54,41.18,21.79,29.49
2012-06-19,65.8,85.47,,36.29,104.06,51.43,89.37,55.64,57.82,,95.95,84.48,29.39,46.19,44.33,33.53,32.36,24.81,40.87,66.69,84.33,84.01,43.98,33.86,90.32,67.15,41.27,23.03,30.04
2012-06-20,64.21,84.27,,36.4,103.63,51.26,86.12,54.44,56.98,,92.94,84.97,29.57,45.6,44.21,33.67,32.34,24.69,42.8,67.05,82.65,84.41,43.53,34.66,86.0,65.54,40.78,23.54,29.53
2012-06-21,60.56,81.33,,34.84,100.02,49.0,79.86,52.76,54.89,,86.48,82.11,28.35,42.29,40.97,31.8,31.98,23.32,41.33,64.28,79.39,79.27,42.31,33.48,80.84,62.56,38.63,22.99,28.42
2012-06-22,61.93,82.25,,36.4,100.44,49.24,81.08,53.41,55.5,,87.62,82.11,27.8,41.83,41.0,32.57,31.68,23.74,41.79,63.09,79.75,79.49,42.59,34.16,83.13,61.56,39.0,23.5,28.43
2012-06-25,60.07,81.51,,36.89,99.08,47.26,78.48,52.96,54.32,,84.9,81.24,26.98,39.34,39.95,32.28,30.83,23.69,41.34,60.0,77.59,77.33,41.55,32.87,78.78,60.06,37.72,22.97,27.36
2012-06-26,60.45,82.41,,37.85,100.95,47.11,81.02,53.64,54.58,,83.96,82.4,26.7,39.18,39.99,32.71,30.76,24.0,42.55,60.9,78.51,79.03,41.24,32.58,80.69,59.67,37.68,23.35,27.76
2012-06-27,62.2,84.99,,41.24,102.57,49.46,82.51,54.45,56.2,,85.73,83.2,27.21,40.78,41.0,33.6,30.99,24.4,42.52,62.09,80.68,80.29,41.52,31.89,82.24,61.47,38.15,23.62,28.21
2012-06-28,63.25,85.23,,40.32,103.46,50.71,81.2,54.53,56.84,,85.16,83.1,27.69,41.53,41.12,33.99,31.22,24.66,44.19,62.14,81.26,80.94,41.55,32.31,83.31,62.72,37.78,23.93,28.04
2012-06-29,66.2,87.89,,39.4,105.5,55.12,85.12,55.88,57.99,,90.11,85.57,28.39,43.48,43.45,35.43,32.22,25.57,44.92,64.44,84.82,85.77,42.31,33.24,88.21,64.91,39.23,24.15,28.82
2012-07-02,65.66,87.29,,39.73,105.86,54.37,85.06,55.73,57.13,,88.94,85.34,28.6,43.23,43.46,35.69,32.74,25.3,46.07,64.4,84.12,85.94,42.73,34.0,86.72,64.94,40.16,24.19,29.04
2012-07-03,69.05,90.19,,40.14,107.37,55.98,89.16,56.41,58.48,,94.89,86.28,29.94,45.75,45.3,36.97,33.16,26.01,45.36,67.65,88.1,88.04,43.0,34.24,91.05,67.34,41.67,25.01,29.28
2012-07-05,67.13,87.89,,39.86,106.03,55.26,87.36,55.28,57.99,,92.0,85.57,29.56,44.75,44.29,36.7,33.26,25.47,44.2,66.91,86.25,86.47,42.91,33.8,88.04,66.1,41.04,24.41,29.1
2012-07-06,65.51,85.53,,39.51,105.07,53.67,84.39,54.75,57.25,,90.64,84.8,29.3,44.0,43.32,36.43,32.96,24.96,44.51,66.66,85.1,85.25,42.78,33.37,86.16,65.17,40.83,24.56,28.94
2012-07-09,66.33,85.41,,40.27,104.46,53.17,84.35,54.33,56.74,,91.49,83.65,29.0,43.47,43.31,36.41,32.74,24.55,44.39,66.99,84.88,85.19,42.6,33.25,85.98,65.82,40.96,23.81,29.15
2012-07-10,64.77,83.68,,39.07,103.88,52.56,82.92,53.48,55.37,,89.35,83.11,28.36,42.28,42.3,35.68,32.79,24.09,43.99,66.07,83.06,83.24,42.26,32.68,82.8,64.97,39.97,23.64,28.78
2012-07-11,66.58,84.2,,39.43,104.85,52.94,83.7,54.36,55.83,,91.88,84.38,28.53,43.37,43.68,35.73,33.05,24.64,44.38,66.88,84.87,84.57,42.33,33.48,85.08,65.66,40.4,24.02,28.9
2012-07-12,68.12,82.72,,38.97,105.03,51.19,83.79,53.98,54.65,,91.05,84.12,28.41,42.66,42.6,36.05,33.34,24.27,43.43,66.84,83.45,83.94,42.93,33.01,83.88,65.39,39.64,24.3,28.94
2012-07-13,68.81,83.58,,40.59,106.01,52.31,83.98,54.98,55.4,,92.93,85.47,28.8,43.19,43.29,36.87,34.54,24.87,44.95,67.66,84.8,85.33,43.29,34.94,85.05,66.72,40.32,24.86,29.89
2012-07-16,70.68,83.37,,40.3,106.78,53.33,86.07,55.46,56.26,,93.24,85.05,29.0,42.99,43.5,37.38,34.7,25.58,44.85,68.6,85.49,85.48,43.41,36.1,84.87,66.3,40.5,25.24,29.99
2012-07-17,71.82,85.93,,40.03,107.43,57.34,89.24,56.28,58.13,,95.24,85.73,29.4,44.41,44.1,37.85,35.04,26.01,45.45,68.14,85.47,86.55,43.85,36.69,88.36,67.79,41.14,25.45,30.67
2012-07-18,72.63,85.68,,39.91,107.88,58.4,89.14,56.77,58.73,,96.7,86.21,30.17,45.66,44.9,37.73,35.39,26.58,46.83,69.01,86.19,86.94,44.0,37.1,89.9,68.76,41.24,25.82,30.86
2012-07-19,72.59,86.92,,39.38,108.84,59.54,90.17,56.37,58.95,,98.25,86.21,30.21,45.75,44.99,36.54,35.25,26.75,45.51,70.47,88.5,87.17,44.1,35.6,93.49,68.64,42.45,25.42,31.05
2012-07-20,72.06,85.08,,40.2,109.19,57.04,88.94,55.99,58.99,,99.23,85.95,30.77,45.59,45.4,36.13,34.99,26.54,45.56,69.21,88.12,87.2,44.06,35.32,92.75,69.33,42.09,25.54,31.31
2012-07-23,70.29,83.92,,40.04,107.95,55.65,84.66,55.05,58.35,,97.2,85.21,31.51,45.24,44.41,35.55,34.86,25.95,45.86,68.57,85.96,84.96,43.95,35.02,88.71,69.55,40.78,25.65,31.47
2012-07-24,68.91,82.67,,39.5,106.3,54.26,81.9,54.64,56.88,,95.5,84.58,31.55,44.24,43.93,34.49,34.87,25.42,44.44,67.77,84.23,83.74,43.36,35.23,86.96,67.94,40.27,25.2,30.97
2012-07-25,69.52,83.57,,39.3,106.06,53.95,82.33,53.24,56.59,,95.69,85.24,31.3,43.25,45.46,34.54,35.26,25.34,44.51,67.33,84.91,83.52,43.12,35.4,87.79,68.25,42.68,24.93,30.61
2012-07-26,71.16,85.16,,41.78,108.27,55.66,82.86,54.4,57.95,,97.42,86.52,32.56,45.77,47.56,35.19,35.72,26.3,45.82,73.31,86.99,87.32,43.6,35.96,89.52,71.31,45.46,25.51,31.13
