,APC,APA,BHGE,COG,CVX,XEC,CXO,COP,DVN,FANG,EOG,XOM,HAL,HP,HES,HFC,KMI,MRO,MPC,NOV,NBL,OXY,OKE,PSX,PXD,SLB,FTI,VLO,WMB
2001-09-19,47.0,41.87,,19.9,84.9,,,52.84,37.8,,28.09,38.41,22.65,26.13,69.45,15.8,,27.9,,13.45,31.07,24.66,15.05,,15.94,44.2,14.0,34.54,26.79
2001-09-20,47.52,42.06,,19.05,83.7,,,53.25,36.65,,27.89,37.02,21.56,25.5,66.8,16.47,,27.8,,12.98,31.07,24.05,14.71,,15.89,45.0,14.25,33.75,26.52
2001-09-21,47.3,42.31,,19.1,84.01,,,54.17,37.34,,28.39,35.83,22.58,26.01,65.8,16.52,,26.75,,14.0,31.25,23.8,14.42,,15.95,46.96,14.0,34.59,26.0
2001-09-24,44.7,39.35,,18.0,81.1,,,51.5,33.1,,27.15,35.86,21.2,24.9,62.39,17.0,,25.5,,13.9,29.35,22.87,14.6,,14.8,44.68,14.0,34.0,26.31
2001-09-25,45.0,39.35,,18.0,81.1,,,50.87,33.1,,27.15,36.28,20.06,24.16,62.39,17.1,,25.5,,13.41,29.35,20.98,15.29,,14.8,44.68,14.0,34.18,25.54
2001-09-26,44.05,38.75,,16.7,78.77,,,50.4,31.15,,26.64,36.01,19.7,23.74,59.5,17.37,,25.28,,12.91,27.78,22.68,15.28,,12.76,42.0,11.5,33.41,24.99
2001-09-27,45.97,40.25,,19.21,83.5,,,52.35,33.09,,27.3,38.42,20.9,24.8,61.31,17.44,,25.95,,13.76,29.4,23.39,16.16,,13.82,43.4,11.8,33.84,25.51
2001-09-28,48.08,43.0,,19.95,84.75,,,53.94,34.4,,28.93,39.4,22.55,26.1,63.5,18.08,,26.75,,14.5,30.99,24.34,16.56,,14.23,45.7,11.55,35.1,27.3
2001-10-01,47.45,41.9,,19.41,83.7,,,53.08,33.05,,28.24,39.09,21.9,25.46,61.86,18.95,,26.4,,13.85,30.52,24.05,16.57,,13.65,44.09,11.36,35.59,27.0
2001-10-02,47.88,42.35,,18.96,85.5,,,53.95,33.25,,28.9,39.99,21.42,25.88,63.4,19.3,,27.69,,13.87,31.15,24.8,16.4,,13.89,44.8,11.31,37.08,27.42
2001-10-03,48.01,42.75,,18.35,85.41,,,53.59,33.36,,29.54,39.84,22.33,26.41,63.0,19.09,,28.06,,14.3,31.5,24.04,17.09,,14.0,44.14,11.98,36.93,28.32
2001-10-04,50.7,45.55,,19.3,87.11,,,54.27,35.87,,31.12,40.58,23.75,27.72,65.2,19.15,,28.65,,15.56,32.76,24.77,17.5,,14.72,45.45,12.43,36.9,28.94
2001-10-05,51.16,45.4,,19.85,88.44,,,54.35,36.89,,31.47,40.69,23.38,27.78,65.9,18.85,,29.04,,15.65,33.24,25.3,17.68,,15.07,45.3,11.75,37.01,28.85
2001-10-08,52.16,46.22,,20.07,88.95,,,54.99,36.61,,32.02,40.94,24.05,27.68,66.58,18.71,,28.85,,15.45,33.52,25.64,17.38,,15.07,45.1,12.1,36.76,29.35
2001-10-09,52.4,46.47,,20.2,88.95,,,55.57,37.27,,32.15,41.06,24.28,28.66,67.48,19.5,,29.21,,16.03,33.9,25.7,17.41,,15.58,45.84,12.15,37.19,29.5
2001-10-10,55.0,48.5,,21.83,93.45,,,57.43,37.65,,34.0,42.28,25.95,29.45,67.36,19.36,,30.01,,17.04,35.68,26.24,17.99,,16.4,47.57,12.71,37.4,30.25
2001-10-11,55.3,48.91,,22.03,93.28,,,56.95,36.76,,33.98,42.09,25.74,28.62,68.62,19.49,,29.89,,17.34,35.94,26.49,17.86,,16.0,46.64,13.71,37.51,30.43
2001-10-12,55.24,48.95,,22.46,91.0,,,57.5,36.2,,34.01,42.29,25.34,28.43,68.22,19.1,,29.7,,17.38,35.78,26.15,17.56,,15.88,47.29,13.1,37.45,30.25
2001-10-15,54.0,47.39,,21.92,88.45,,,56.1,35.48,,32.9,41.65,24.57,26.96,66.63,19.1,,28.99,,16.95,34.66,25.39,18.06,,15.54,45.94,12.65,37.24,29.15
2001-10-16,55.99,49.1,,23.24,89.15,,,57.0,36.99,,34.09,41.75,24.87,28.1,67.0,19.11,,29.36,,17.55,36.33,25.39,18.2,,16.22,47.54,12.61,37.65,29.99
2001-10-17,55.41,48.73,,22.95,89.1,,,56.92,36.25,,33.99,41.75,24.36,28.6,66.48,19.2,,29.0,,17.51,35.88,25.8,17.84,,15.78,47.23,12.5,37.34,28.74
2001-10-18,54.09,46.85,,22.25,86.03,,,54.77,35.54,,33.17,40.4,23.05,27.41,63.8,18.6,,27.94,,16.85,34.89,24.88,17.57,,15.51,46.17,12.6,36.0,27.55
2001-10-19,55.13,48.05,,22.32,86.74,,,54.9,36.3,,34.0,40.54,24.0,28.21,64.02,18.63,,28.19,,17.5,35.91,24.97,17.94,,16.0,47.24,12.65,36.68,28.45
2001-10-22,56.38,48.85,,23.2,88.75,,,55.3,36.7,,34.39,41.12,24.55,28.62,64.56,18.22,,28.21,,17.9,35.84,25.49,18.06,,15.99,48.2,12.9,36.95,28.76
2001-10-23,55.2,48.3,,23.17,86.6,,,55.74,36.59,,34.3,40.87,24.86,28.39,62.5,18.16,,28.18,,17.99,35.34,25.28,17.68,,15.89,48.6,13.11,38.72,28.05
2001-10-24,56.09,49.37,,23.61,86.91,,,55.72,37.13,,34.89,39.86,24.95,28.83,61.99,18.35,,27.87,,17.49,36.12,25.18,17.6,,16.8,47.59,13.02,37.29,25.9
2001-10-25,57.77,50.86,,24.35,87.9,,,56.83,38.25,,36.89,40.56,27.35,30.39,62.84,18.6,,28.04,,18.75,37.86,25.5,17.6,,17.36,50.45,13.5,38.69,27.6
2001-10-26,60.0,52.95,,24.81,88.93,,,57.91,39.9,,37.7,41.06,27.92,32.3,63.87,18.6,,28.54,,19.6,38.71,26.18,17.74,,17.99,53.1,13.78,39.99,28.0
2001-10-29,60.44,54.41,,24.99,89.01,,,57.6,40.71,,37.91,40.68,27.8,32.33,63.16,18.45,,28.3,,20.02,39.15,26.0,17.2,,17.54,51.6,13.6,39.5,28.34
2001-10-30,57.41,51.62,,24.0,89.0,,,55.25,38.36,,35.58,39.46,26.35,30.68,60.52,18.44,,27.27,,18.73,37.29,25.14,16.96,,17.06,49.79,13.35,38.4,28.85
2001-10-31,57.05,51.6,,24.1,88.55,,,54.41,38.3,,35.37,39.45,24.69,30.33,58.75,18.41,,27.59,,18.52,36.97,25.32,17.22,,17.01,48.42,13.1,37.6,28.87
2001-11-01,57.95,52.2,,23.95,89.86,,,55.61,38.64,,35.97,40.49,23.98,30.38,59.66,18.98,,28.36,,18.12,37.78,25.91,17.25,,16.99,48.5,13.0,38.05,29.31
2001-11-02,57.03,50.97,,23.44,87.45,,,53.8,37.76,,34.58,39.76,23.36,29.52,58.36,18.9,,27.34,,18.02,36.75,25.13,16.95,,16.64,47.5,13.35,38.0,28.79
2001-11-05,55.85,49.05,,23.09,87.11,,,54.1,36.54,,33.83,39.39,22.59,28.86,58.06,18.91,,27.36,,17.51,35.99,25.11,17.3,,16.36,47.34,13.8,37.62,29.01
2001-11-06,56.27,49.74,,22.95,86.8,,,54.84,37.31,,34.06,39.47,21.72,29.13,57.56,19.25,,26.95,,17.0,36.15,25.07,17.68,,16.97,45.97,13.72,38.03,29.01
2001-11-07,57.07,50.73,,23.15,87.28,,,55.63,37.99,,35.28,39.08,22.15,29.33,58.29,19.2,,27.1,,17.2,36.72,25.39,17.47,,17.35,47.46,13.62,38.8,29.0
2001-11-08,57.6,50.73,,23.65,87.59,,,55.39,37.88,,35.33,39.5,22.72,29.32,59.15,19.9,,27.49,,17.86,37.09,25.15,17.64,,17.57,48.25,13.56,38.74,29.55
2001-11-09,59.17,52.3,,24.45,89.49,,,56.55,38.74,,36.61,40.25,22.76,30.25,61.86,19.9,,28.11,,19.0,37.6,26.02,17.55,,18.07,49.74,13.7,39.48,29.8
2001-11-12,58.52,51.53,,24.05,89.23,,,56.1,38.01,,36.1,40.06,22.79,30.14,60.75,19.66,,27.76,,19.0,37.37,25.65,17.8,,17.81,49.42,13.65,39.65,29.54
2001-11-13,58.88,51.14,,23.7,90.17,,,56.55,38.6,,36.08,40.5,23.0,29.55,60.68,20.4,,27.79,,19.71,37.13,25.86,18.11,,17.8,49.3,13.62,39.9,30.19
2001-11-14,55.16,48.21,,23.0,86.62,,,53.42,37.3,,34.01,38.7,21.6,27.95,57.01,20.3,,26.59,,17.7,35.13,24.85,18.04,,16.99,46.1,13.52,38.4,28.98
2001-11-15,50.75,43.85,,21.15,83.8,,,51.4,33.17,,31.79,37.19,20.05,25.13,54.15,19.8,,25.57,,15.09,31.61,23.56,17.39,,15.3,43.18,13.01,36.32,28.31
2001-11-16,51.65,45.11,,21.85,83.45,,,51.82,33.6,,32.73,37.54,20.26,26.05,55.49,19.2,,26.1,,15.5,32.58,24.0,17.6,,15.44,45.1,13.15,37.56,28.55
2001-11-19,52.05,45.18,,21.77,82.91,,,53.35,34.38,,32.75,37.01,20.35,26.24,55.5,19.21,,26.0,,16.5,32.5,23.86,17.86,,15.78,44.93,13.6,35.85,28.44
2001-11-20,54.31,47.33,,22.8,86.53,,,54.71,35.8,,34.44,37.96,21.3,27.64,57.54,19.0,,27.25,,17.14,33.75,24.95,18.0,,16.4,47.86,13.25,36.96,29.26
2001-11-21,53.4,46.14,,21.95,86.08,,,54.28,35.19,,34.32,37.88,20.9,27.22,56.13,18.45,,27.03,,16.29,32.98,24.67,17.77,,16.4,47.21,13.21,35.27,27.75
2001-11-23,54.22,47.04,,22.97,86.58,,,55.0,35.95,,35.14,38.44,21.48,28.15,56.89,18.95,,27.68,,16.75,33.39,24.9,18.19,,16.98,47.48,13.23,35.55,28.25
2001-11-26,52.4,45.69,,22.65,85.2,,,54.1,34.11,,34.6,37.77,21.09,27.26,56.75,18.58,,27.27,,16.39,32.91,24.73,17.95,,16.58,46.3,13.2,35.71,28.25
2001-11-27,53.19,46.25,,22.42,85.62,,,54.7,34.99,,34.58,37.35,21.86,28.42,57.0,18.56,,27.46,,16.9,33.4,24.97,17.77,,16.6,47.22,13.1,36.12,28.85
2001-11-28,51.98,45.29,,21.7,84.55,,,54.64,33.3,,34.37,37.1,21.31,27.61,56.6,18.5,,26.99,,16.4,32.54,24.51,17.21,,16.25,46.8,13.01,34.99,27.05
2001-11-29,52.21,46.03,,22.21,85.45,,,56.11,34.39,,35.18,37.45,21.7,28.18,57.59,18.8,,27.2,,16.81,32.9,24.87,17.21,,16.62,48.0,12.81,35.25,27.0
2001-11-30,51.9,45.99,,22.09,85.01,,,55.63,34.39,,34.98,37.4,21.43,28.17,58.1,18.77,,27.4,,16.74,32.7,25.0,17.2,,16.75,48.01,12.61,35.0,26.72
2001-12-03,52.8,47.06,,22.79,86.45,,,56.17,34.95,,36.02,37.66,22.06,28.38,58.4,18.77,,27.67,,17.03,33.02,25.37,17.31,,17.15,49.43,12.5,36.64,26.46
2001-12-04,54.21,47.93,,23.21,86.83,,,56.65,34.85,,37.23,38.31,21.9,28.88,58.75,18.7,,28.05,,17.45,33.44,26.0,17.81,,17.45,50.65,12.5,38.29,27.29
2001-12-05,55.23,48.96,,22.98,87.5,,,58.66,36.61,,39.11,38.88,22.0,29.52,60.26,18.69,,28.43,,18.49,33.95,26.73,18.17,,18.0,53.4,13.18,39.0,27.94
2001-12-06,54.56,49.21,,22.72,85.98,,,56.29,35.75,,38.6,37.33,20.85,28.78,58.79,18.12,,27.6,,17.46,33.25,25.4,17.71,,17.49,52.26,13.1,38.09,27.79
2001-12-07,54.75,49.23,,22.53,87.23,,,57.07,35.78,,38.16,38.07,12.0,28.42,58.49,17.99,,28.06,,17.8,33.2,25.8,17.94,,17.7,52.79,13.25,39.07,27.8
2001-12-10,54.15,48.27,,22.44,86.13,,,56.75,35.5,,37.36,37.55,14.0,28.04,58.03,16.7,,27.52,,17.69,33.13,24.97,17.45,,17.54,51.43,13.2,38.62,26.79
2001-12-11,53.7,47.46,,22.29,85.1,,,55.43,35.3,,36.4,36.81,14.0,28.85,57.53,16.07,,27.43,,17.66,32.4,24.76,17.29,,17.3,51.01,13.3,37.55,25.14
2001-12-12,51.87,46.75,,21.63,85.6,,,56.27,34.2,,35.67,37.42,13.27,28.96,58.01,15.5,,27.76,,17.65,31.32,24.73,16.95,,17.29,51.25,13.25,35.94,23.66
2001-12-13,50.99,46.43,,21.46,84.25,,,55.24,33.0,,35.22,36.44,13.36,29.02,57.4,16.25,,27.28,,18.1,30.86,24.34,17.01,,17.0,50.84,13.26,35.4,24.06
2001-12-14,52.05,47.59,,21.77,84.0,,,56.61,33.92,,36.12,36.86,12.99,30.1,58.25,17.06,,27.85,,18.57,31.37,24.75,17.0,,17.49,52.0,13.21,34.72,24.31
2001-12-17,51.0,47.1,,21.7,85.64,,,55.92,33.0,,35.8,37.47,12.83,29.75,57.87,16.82,,27.57,,18.28,31.08,24.76,17.0,,17.5,51.38,13.18,34.59,22.95
2001-12-18,52.19,49.36,,22.28,86.25,,,56.69,35.1,,36.69,37.55,12.83,29.61,58.76,17.25,,27.88,,18.38,31.99,25.18,17.68,,17.5,51.8,13.29,35.03,22.1
2001-12-19,52.95,50.55,,22.67,87.5,,,57.85,35.81,,37.59,38.35,12.93,30.45,59.8,17.5,,28.23,,19.26,33.07,25.49,18.12,,18.21,53.42,14.1,36.02,24.7
2001-12-20,53.27,51.25,,22.75,87.4,,,58.4,35.99,,37.2,38.3,12.82,30.8,60.05,17.55,,28.28,,18.78,33.06,25.9,17.56,,18.21,51.97,15.45,36.04,24.37
2001-12-21,53.6,51.75,,23.3,88.6,,,58.65,36.21,,37.51,38.5,13.0,31.62,60.42,18.4,,28.85,,19.38,33.61,26.15,17.49,,18.75,52.26,15.33,36.77,23.69
2001-12-24,53.76,52.33,,23.65,88.55,,,59.6,36.95,,37.91,39.0,13.34,32.1,61.12,18.5,,29.02,,19.88,33.85,26.41,17.6,,19.1,53.1,15.45,36.72,23.25
2001-12-26,55.52,53.85,,23.99,89.2,,,60.41,38.28,,39.0,39.6,12.95,33.26,61.7,18.95,,29.61,,20.86,34.79,26.83,17.89,,19.22,55.95,15.6,36.56,24.19
2001-12-27,56.03,49.63,,24.17,90.31,,,59.9,38.39,,38.97,39.79,12.98,33.14,62.59,19.9,,29.89,,20.67,34.96,26.65,17.87,,19.36,55.51,15.89,36.07,25.18
2001-12-28,57.43,50.45,,24.48,90.44,,,60.49,39.2,,39.25,39.78,13.19,33.69,63.28,19.52,,30.11,,21.06,35.61,26.93,17.83,,19.45,54.98,16.25,37.81,25.69
2001-12-31,56.85,49.88,,24.05,89.61,,,60.26,38.65,,39.11,39.3,13.1,33.38,62.5,19.25,,30.0,,20.61,35.29,26.53,17.84,,19.26,54.95,16.45,38.12,25.52
2002-01-02,55.05,49.45,,23.67,89.48,,,60.12,38.2,,38.09,39.6,12.27,32.2,62.15,19.69,,29.75,,19.74,34.71,26.51,17.58,,18.46,53.43,16.5,38.7,25.97
2002-01-03,53.65,47.51,,23.54,89.5,,,59.77,37.41,,37.35,39.66,10.91,32.04,61.33,19.7,,29.36,,19.05,34.24,26.39,17.3,,18.21,53.48,17.0,39.0,25.6
2002-01-04,53.85,48.54,,23.63,89.3,,,60.27,38.11,,37.79,40.0,10.22,32.4,61.66,19.06,,29.76,,19.25,34.6,26.61,17.4,,18.23,54.3,17.14,39.45,24.92
2002-01-07,54.44,49.74,,23.52,89.72,,,60.29,39.12,,38.12,39.65,11.03,32.22,62.0,19.28,,30.02,,19.28,34.88,26.52,17.26,,18.06,54.39,16.88,41.44,25.0
2002-01-08,52.99,49.05,,23.78,90.05,,,59.5,38.75,,37.73,39.7,10.99,31.51,60.85,20.0,,29.94,,18.78,34.5,26.12,17.2,,18.05,53.12,16.05,41.15,25.47
2002-01-09,52.76,48.76,,23.56,89.11,,,59.0,38.96,,37.5,39.24,12.13,31.15,61.09,19.77,,29.99,,18.55,34.15,26.05,17.02,,17.48,52.95,15.93,41.65,25.6
2002-01-10,51.35,48.13,,23.3,88.95,,,59.2,37.94,,37.12,39.39,11.55,30.64,60.99,20.0,,29.19,,18.04,33.7,26.04,17.06,,17.14,52.55,15.74,41.52,25.46
2002-01-11,48.96,46.75,,23.02,87.41,,,59.25,36.93,,35.63,38.5,10.95,29.18,59.91,19.98,,28.77,,16.99,32.85,25.4,17.0,,16.77,51.42,15.5,41.3,25.5
2002-01-14,49.06,46.58,,22.6,87.39,,,58.34,36.53,,34.6,38.64,10.77,28.5,58.98,19.76,,28.3,,16.7,32.46,25.39,17.06,,16.11,50.81,15.2,40.0,25.14
2002-01-15,50.0,47.33,,22.79,89.2,,,59.07,37.7,,35.1,39.3,10.67,29.18,60.45,19.91,,28.81,,17.3,33.09,25.75,17.18,,16.62,51.76,15.21,40.48,24.72
2002-01-16,49.28,46.75,,22.45,89.2,,,58.1,36.87,,34.35,38.5,10.25,28.29,59.38,19.65,,28.81,,16.99,32.75,25.06,16.96,,16.8,51.76,14.97,40.24,24.02
2002-01-17,47.96,46.02,,22.4,87.4,,,58.1,36.75,,33.6,38.64,10.22,28.45,58.64,19.55,,27.95,,17.14,32.4,24.99,17.17,,16.99,50.0,14.46,40.5,23.88
2002-01-18,47.34,45.99,,22.01,86.8,,,58.02,36.45,,32.75,38.4,10.06,28.57,58.28,19.25,,27.47,,17.51,32.18,24.61,17.26,,16.68,49.62,14.7,40.27,24.32
2002-01-22,46.85,45.39,,21.45,86.73,,,57.37,35.95,,32.7,38.02,10.25,28.05,57.75,19.06,,27.38,,17.45,32.03,24.4,17.05,,16.35,49.5,14.93,40.62,23.39
2002-01-23,47.64,47.2,,21.45,87.75,,,58.83,37.7,,33.57,38.9,10.8,29.14,58.2,19.18,,28.0,,18.3,32.29,25.19,17.11,,17.19,51.64,14.87,41.25,24.2
2002-01-24,49.08,48.26,,21.8,88.1,,,59.19,38.9,,34.14,38.8,13.43,30.39,59.5,19.6,,28.6,,18.72,33.31,25.43,17.1,,17.54,53.23,15.26,43.3,25.16
2002-01-25,48.8,48.61,,21.67,88.56,,,59.33,38.58,,34.27,39.16,14.34,30.2,59.8,19.52,,28.46,,18.9,33.87,25.49,17.24,,17.75,54.59,15.55,43.62,24.77
2002-01-28,48.28,47.66,,20.53,88.87,,,58.87,37.4,,33.17,38.96,13.49,29.6,59.61,19.52,,28.0,,18.03,33.15,25.4,17.36,,17.5,53.69,15.63,44.0,24.14
2002-01-29,47.4,46.38,,20.15,85.17,,,57.56,35.7,,31.94,37.95,14.04,29.53,59.01,19.53,,27.4,,17.85,32.71,24.76,17.24,,17.11,52.53,15.65,44.54,18.78
2002-01-30,46.89,46.93,,20.05,83.1,,,58.45,36.5,,32.9,38.69,13.39,29.92,59.36,19.74,,27.71,,18.53,32.45,25.08,17.62,,17.27,54.33,15.64,44.28,18.0
2002-01-31,49.13,48.49,,20.05,83.8,,,58.47,37.22,,33.99,39.05,13.75,30.4,61.36,20.4,,28.05,,19.05,32.5,25.95,17.25,,17.42,56.39,15.85,45.94,17.68
2002-02-01,48.76,48.88,,19.98,85.37,,,59.03,37.7,,33.27,39.0,13.9,30.35,62.6,20.25,,28.37,,18.64,32.38,26.18,17.14,,17.79,55.2,16.13,46.02,19.0
2002-02-04,47.12,46.75,,19.8,83.92,,,57.93,36.3,,33.01,38.35,13.56,29.52,60.89,19.75,,27.65,,17.96,31.4,25.52,16.81,,17.47,53.47,15.99,45.49,16.36
2002-02-05,48.14,48.1,,19.74,82.36,,,57.8,36.65,,32.84,38.33,13.44,29.24,61.24,19.5,,27.76,,17.9,31.26,25.61,17.19,,17.52,53.59,16.17,45.38,14.53
2002-02-06,48.06,48.5,,19.57,83.2,,,58.13,36.5,,32.69,38.92,13.01,29.45,61.76,20.54,,28.04,,18.23,31.95,25.59,16.68,,17.45,54.46,16.1,45.37,14.85
2002-02-07,47.59,48.12,,18.78,81.75,,,57.35,36.51,,31.8,38.3,13.09,28.33,61.53,19.8,,27.65,,17.35,31.9,25.37,16.71,,17.78,53.07,16.12,45.52,15.24
2002-02-08,48.24,48.79,,18.8,81.85,,,57.45,37.05,,32.19,38.29,13.95,29.12,62.02,20.0,,27.48,,17.98,32.18,25.37,17.48,,18.49,53.89,17.0,45.65,15.06
2002-02-11,48.79,49.98,,19.0,82.95,,,58.03,38.26,,33.07,38.5,15.03,29.91,63.15,20.18,,27.58,,18.36,32.45,25.81,17.51,,18.55,55.86,17.55,45.7,15.86
2002-02-12,48.4,49.51,,19.1,82.39,,,57.41,38.13,,32.4,38.4,14.56,29.5,63.88,20.0,,27.49,,18.78,32.23,25.48,17.54,,18.26,55.0,17.63,45.35,16.45
2002-02-13,48.5,50.34,,19.05,82.45,,,57.5,39.18,,32.53,38.64,14.96,29.24,64.48,19.7,,27.35,,18.68,32.5,25.36,17.76,,18.14,55.43,17.84,44.7,16.63
2002-02-14,48.91,50.82,,19.21,82.5,,,57.81,40.18,,32.98,39.0,14.66,29.99,65.42,19.91,,27.59,,19.1,33.0,25.69,17.57,,18.7,55.26,18.0,45.3,16.67
2002-02-15,49.58,51.03,,19.32,82.35,,,58.15,40.3,,32.65,38.9,16.27,30.06,65.83,19.4,,27.83,,19.12,32.72,25.66,17.9,,18.3,55.9,17.64,45.0,16.62
2002-02-19,48.85,50.4,,19.31,81.65,,,56.37,39.83,,32.82,38.77,15.9,30.04,65.0,19.0,,27.27,,19.06,32.75,25.2,18.05,,18.03,55.09,17.5,44.06,16.72
2002-02-20,48.69,49.92,,18.98,81.75,,,56.11,39.74,,32.44,38.99,15.7,29.95,65.55,18.85,,27.08,,18.85,32.56,25.06,18.15,,18.36,54.4,17.57,43.9,16.12
2002-02-21,49.42,51.4,,19.1,82.11,,,56.72,41.2,,33.31,39.15,15.79,31.35,66.63,18.16,,27.37,,19.3,33.24,25.33,18.0,,18.7,55.44,17.35,43.75,16.26
2002-02-22,50.61,51.57,,19.74,83.7,,,58.06,42.4,,34.02,40.72,16.49,32.62,68.87,18.36,,27.76,,19.7,34.15,25.93,18.68,,18.99,57.35,17.71,43.75,16.3
2002-02-25,52.7,53.18,,19.79,83.9,,,59.18,43.93,,34.88,41.0,16.48,33.74,69.41,18.33,,28.17,,20.87,35.75,26.39,18.37,,19.49,59.68,18.06,44.14,14.84
2002-02-26,52.19,52.65,,20.04,84.18,,,58.89,44.51,,34.62,40.72,16.42,33.34,68.87,18.35,,27.7,,21.2,35.77,26.68,18.4,,19.38,58.35,18.18,44.27,16.25
2002-02-27,51.8,52.3,,20.09,85.0,,,58.1,44.38,,34.5,40.92,16.49,33.31,69.35,18.2,,27.54,,20.88,35.25,26.74,18.43,,19.5,57.39,18.65,44.2,16.1
2002-02-28,52.1,52.75,,20.1,84.44,,,59.11,43.68,,35.19,41.3,16.5,33.74,69.27,18.8,,27.5,,20.91,36.2,26.84,18.24,,19.82,58.21,18.61,42.83,15.45
2002-03-01,51.94,53.25,,20.8,85.5,,,59.3,44.25,,35.15,42.0,16.9,35.0,71.93,18.99,,28.2,,21.11,36.63,27.57,18.67,,19.75,58.85,18.95,43.38,16.0
2002-03-04,52.5,54.0,,20.99,86.18,,,59.81,44.5,,35.7,42.65,17.28,36.73,73.2,18.88,,28.48,,22.92,37.24,28.0,19.05,,20.0,60.19,19.78,42.65,16.61
2002-03-05,52.66,53.88,,20.7,86.25,,,59.89,44.6,,35.91,42.5,17.11,36.59,71.77,18.75,,28.0,,22.39,37.14,27.95,19.41,,19.94,60.46,19.45,43.44,19.1
2002-03-06,54.88,54.97,,21.71,87.9,,,60.85,46.7,,37.95,43.21,17.08,36.7,73.49,18.86,,28.58,,22.75,38.54,28.45,19.7,,20.4,61.5,19.6,45.2,20.28
2002-03-07,56.46,55.8,,22.14,88.63,,,60.81,46.91,,38.99,42.89,17.38,37.3,74.0,18.94,,28.45,,23.36,39.04,28.22,19.92,,21.25,60.35,19.98,46.22,22.1
2002-03-08,55.32,54.95,,22.1,87.65,,,60.56,46.0,,38.96,42.91,17.25,36.55,74.3,17.1,,28.2,,23.05,38.07,27.99,19.38,,20.73,58.14,20.3,45.65,22.83
2002-03-11,55.72,55.0,,22.35,89.1,,,61.4,46.4,,39.49,43.49,17.03,37.5,75.05,17.47,,28.77,,23.34,37.71,28.3,19.86,,21.29,58.73,20.5,46.03,22.98
2002-03-12,55.86,55.0,,22.94,89.62,,,62.4,46.5,,39.55,44.0,17.1,38.39,75.76,17.9,,29.47,,23.17,37.43,28.6,19.92,,21.13,59.75,20.2,47.65,23.06
2002-03-13,56.68,55.36,,23.0,89.42,,,62.49,46.77,,39.83,43.12,16.75,38.65,75.49,18.24,,29.39,,22.78,37.23,28.58,19.81,,20.69,58.52,19.92,48.12,22.3
2002-03-14,56.21,55.24,,23.34,89.5,,,62.06,46.55,,39.35,43.24,16.07,38.15,73.88,19.18,,29.2,,21.98,37.36,28.6,19.96,,20.97,59.05,19.88,47.6,22.27
2002-03-15,56.7,56.14,,23.34,89.8,,,62.72,46.9,,39.25,43.61,16.67,38.94,74.74,19.18,,29.57,,22.7,38.28,28.85,19.85,,21.69,60.3,19.48,47.53,22.41
2002-03-18,57.39,56.6,,23.72,90.36,,,63.45,48.21,,39.88,43.74,16.6,39.9,75.91,19.5,,29.79,,24.55,38.84,28.98,20.09,,21.84,60.4,19.4,48.0,22.85
2002-03-19,58.29,57.7,,24.18,90.7,,,63.64,48.0,,40.77,43.8,16.92,41.31,77.74,19.45,,29.54,,24.6,39.73,29.14,20.12,,21.76,60.4,19.26,48.61,23.07
2002-03-20,58.06,57.23,,24.4,89.8,,,63.0,47.7,,40.43,43.53,16.67,40.4,77.35,19.45,,29.0,,25.23,39.51,28.64,19.93,,21.62,59.2,19.25,47.6,23.39
2002-03-21,58.01,57.29,,24.95,90.38,,,62.52,48.4,,41.15,43.53,16.31,40.27,77.98,19.34,,28.96,,25.51,39.4,28.65,20.92,,22.07,60.05,19.28,48.65,24.4
2002-03-22,55.92,55.58,,24.3,89.11,,,61.72,47.41,,40.16,43.47,15.7,38.51,77.29,19.05,,28.42,,24.21,37.95,28.37,20.23,,21.86,57.15,18.95,48.1,23.45
2002-03-25,56.06,55.94,,23.97,88.4,,,61.1,47.66,,39.88,42.85,16.0,37.99,78.22,19.0,,28.44,,23.59,38.26,28.15,20.12,,21.25,56.77,18.83,47.69,23.45
2002-03-26,55.44,55.24,,23.95,89.0,,,61.38,47.52,,39.3,43.74,16.35,38.34,78.35,19.25,,28.51,,23.0,38.15,28.47,20.4,,21.22,57.38,18.93,48.5,23.41
2002-03-27,57.02,57.56,,24.78,90.5,,,62.69,48.77,,40.67,43.95,17.13,39.86,79.74,19.2,,28.79,,24.4,39.52,28.86,20.66,,22.11,58.93,19.96,49.42,23.48
2002-03-28,56.44,56.88,,24.76,90.27,,,62.8,48.27,,40.56,43.83,17.07,40.09,79.36,18.55,,28.8,,25.33,39.06,29.15,20.85,,22.29,58.82,19.93,49.52,23.56
2002-04-01,57.3,57.86,,25.52,89.7,,,63.73,49.29,,41.39,43.83,16.76,41.15,80.47,18.85,,28.95,,26.05,40.0,29.62,20.87,,22.64,58.19,20.7,49.06,23.75
2002-04-02,58.01,59.09,,25.6,90.86,,,63.68,50.52,,42.33,44.38,17.02,41.37,82.17,19.4,,28.94,,25.85,40.45,29.77,20.96,,23.15,58.15,20.5,48.76,24.17
2002-04-03,56.72,57.73,,24.85,90.0,,,62.9,48.85,,41.11,43.69,16.64,39.85,80.74,19.0,,28.73,,24.89,39.61,29.5,20.63,,22.73,56.64,19.96,47.07,23.08
2002-04-04,54.49,56.03,,24.42,87.79,,,61.85,46.91,,39.71,43.15,16.71,39.42,78.13,19.09,,28.23,,24.03,38.42,28.88,20.97,,21.85,56.04,19.4,46.67,22.95
